casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag		Jmag	Hmag	Kmag
							mas/yr	mas/yr	mag	mag	mag	mag		mag	mag	mag
							--------	--------	------	------	------	------		------	------	------
-1016867122	6.37545E+18	271.5557393	-0.863405733	0.699555755	21.55605698	26.28999519	-0.2	8.6	15.414	14.358	14.132	13.56		12.211	11.804	11.695
-1016867121	6.37545E+18	271.3648108	-0.752623011	0.604686141	18.81374741	21.70531082										
-1016867120	6.37545E+18	271.4077366	-0.861746597	0.687015891	21.0562706	99	-64.6	8.1	15.22	14.279	13.915	13.515		12.151	11.735	11.625
-1016865785	6.37545E+18	270.6940407	-1.276233974	0.549054146	17.51019287	17.13239479										
-1016865784	6.37545E+18	270.8657468	-1.314340722	0.597327292	21.89613724	99										
-1016865783	6.37545E+18	270.8114157	-1.31551627	0.572718799	21.68784142	99	-10	-13.6	15.992	14.826	14.427	14.081		12.791	12.312	12.224
-1016865782	6.37545E+18	270.9272279	-1.312246813	0.599791527	21.03372002	22.21998024	-3.2	3.8	16.323	15.39	14.936	14.617		13.093	12.73	12.604
-1016865780	6.37545E+18	270.4042388	-1.314716502	0.566659272	20.98016357	20.51292229										
-1016865779	6.37545E+18	270.7755375	-1.31972495	0.572718799	20.85001945	22.71210289	-3.3	5.2	15.502	14.495	14.169	13.811		12.515	12.21	12.102
-1016865778	6.37545E+18	270.7370713	-1.317793171	0.560829341	21.6936512	21.29618073										
-1016865777	6.37545E+18	270.5417406	-1.297869293	0.550637007	21.87264061	99	-1.6	4.2	      	      	      			13.922	13.524	13.439
-1016865775	6.37545E+18	270.5346782	-1.319081884	0.553430259	19.33789063	22.90129852	0	-2.2	14.719	13.92	13.66	13.261		12.237	11.933	11.807
-1016865774	6.37545E+18	270.2025238	-1.322501911	0.575858116	20.67321014	99	-3.1	-14.8	14.598	13.198	12.884	12.482		11.456	10.99	10.708
-1016865773	6.37545E+18	270.8264859	-1.289660216	0.575001955	16.80805969	21.26180077	1.3	-11.4	11.755	10.949	      	10.434		9.354	9.041	8.923
-1016865770	6.37545E+18	270.8420808	-1.331907455	0.595264316	21.57437897	21.97984886	3	1.5	17.602	16.562	      			15.406	15.37	15.358
-1016865769	6.37545E+18	270.3446764	-1.336679411	0.581162274	21.85194969	99								15.972	15.452	15.449
-1016865767	6.37545E+18	270.4093816	-1.339145897	0.57423687	21.52897072	99	-8.4	-2.8	      	      	      			15.153	14.799	14.599
-1016865766	6.37545E+18	270.6111836	-1.338144624	0.561003625	20.13640022	21.51224709	0.9	2.8	15.745	14.696	14.52	14.388		13.151	12.897	12.794
-1016865765	6.37545E+18	270.2421279	-1.337740885	0.588326216	20.66423416	99	-17.8	-0.4	14.416	13.115	12.844	12.494		11.369	10.891	10.753
-1016865763	6.37545E+18	270.4442549	-1.34446963	0.564920485	19.40019798	99	0.4	-11.9	14.128	12.922	12.689	12.356		11.202	10.793	10.665
-1016865761	6.37545E+18	270.2198629	-1.348317303	0.592939556	21.44114876	99	-6.8	-2	15.564	14.224	13.907	13.485		12.137	11.71	11.568
-1016865760	6.37545E+18	270.9281507	-1.350098393	0.619909346	21.72835922	25.51663971	7.4	-14.5	16.525	15.496	14.986			13.079	12.659	12.495
-1016865759	6.37545E+18	270.6828708	-1.348018968	0.566296041	19.46948051	16.73766136										
-1016865758	6.37545E+18	270.7244038	-1.351566212	0.563364565	20.71507072	19.58255005	0	-4.3	16.079	15.163	14.834	14.357		13.134	12.769	12.716
-1016865757	6.37545E+18	270.8364653	-1.359039044	0.616185188	21.38649559	22.03443909	6.4	-15.2	15.854	14.777	14.277	13.996		12.588	12.108	11.964
-1016865755	6.37545E+18	270.4797587	-1.360318794	0.558400869	20.62902451	19.94538498										
-1016865753	6.37545E+18	270.5278987	-1.363267379	0.551125288	18.74539757	21.52871704	6.2	2.7	14.123	13.049	12.873	12.637		11.467	11.121	11.024
-1016865752	6.37545E+18	270.6895281	-1.363335443	0.566296041	19.62319183	17.33484077										
-1016865751	6.37545E+18	270.2776978	-1.374075214	0.598057985	22.04516029	99										
-1016865749	6.37545E+18	270.6113717	-1.373642166	0.560440958	21.30255508	99	-4.2	6.3	15.661	14.398	14.091	13.728		12.36	11.909	11.833
-1016865746	6.37545E+18	270.4223498	-1.374353585	0.57300812	20.10321426	23.46920395	-17.8	-8.2	15.29	14.203	13.991	13.345		12.958	12.67	12.57
-1016865743	6.37545E+18	270.6923898	-1.383972974	0.577660739	21.75101662	21.63182259	0.4	8.2	16.62	15.391	15.117	14.593		13.292	12.91	12.786
-1016865742	6.37545E+18	270.8350985	-1.384687885	0.613680482	21.50746727	99	5.3	14.8	16.08	14.981	14.572	14.29		13.134	12.816	12.701
-1016865740	6.37545E+18	270.2680976	-1.380114929	0.605445862	20.39565849	99	-37.1	67.5	14.868	13.49	13.081	12.794		12.136	11.759	11.587
-1016865738	6.37545E+18	270.548523	-1.390610804	0.545921028	21.80122566	99	-5.2	-5.6	15.496	14.143	13.822	13.46		12.14	11.694	11.567
-1016865737	6.37545E+18	270.660118	-1.390369453	0.569713175	20.87831688	20.40002632	9.9	-11.4	15.69	14.149	13.864			12.925	12.538	12.412
-1016865736	6.37545E+18	270.8865131	-1.389501385	0.640981734	20.78421402	99	-2.2	-7.8	14.998	13.949	13.554	13.199		11.756	11.306	11.175
-1016865735	6.37545E+18	270.5110382	-1.391704797	0.558400869	20.12943268	99	2	-0.8	15.05	13.942	13.767	13.461		12.351	11.98	11.891
-1016865734	6.37545E+18	270.6258465	-1.393655583	0.569713175	19.90173149	21.50463295	-0.1	5	15.038	14.05	13.764	13.514		12.349	12.038	11.924
-1016865733	6.37545E+18	270.1999205	-1.389627739	0.611235559	21.13896751	99	7.8	-10.7	      	      	      					
-1016865732	6.37545E+18	270.4489134	-1.404039803	0.570602417	21.63291168	23.03810692	-7.9	-5.1	16.002	14.708	14.424	14.088		12.759	12.329	12.196
-1016865731	6.37545E+18	270.4269917	-1.406558049	0.580529988	22.00818634	99								16.681	16.299	16.339
-1016865730	6.37545E+18	270.2523043	-1.400585828	0.605445862	20.84228325	99	4.6	1.6	16.493	15.238	15.184			13.597	13.237	13.092
-1016865729	6.37545E+18	270.7715434	-1.40583575	0.617035031	21.17668533	23.55694199	0.2	0.7	15.399	14.241	13.614	13.338		11.927	11.493	11.376
-1016865728	6.37545E+18	270.7780179	-1.41114685	0.617035031	21.36598015	99	-0.2	6.4	16.119	14.553	14.075	13.724		13.045	12.654	12.583
-1016865727	6.37545E+18	270.6647096	-1.410378955	0.569713175	21.64930344	21.02593994	-6.3	-4.1	16.179	15.175	14.77	14.326		13.01	12.617	12.487
-1016865725	6.37545E+18	270.3222325	-1.413625955	0.603248	19.94840431	20.33934975	4	-9.3	      	15.79	15.63	15.424		14.376	14.217	14.059
-1016865724	6.37545E+18	270.4872663	-1.416362402	0.56783241	21.53041458	99	-1.2	-0.3	13.84	12.168	11.753	11.262		9.662	9.023	8.867
-1016865723	6.37545E+18	270.9208871	-1.417560811	0.671359777	21.29106522	99								15.785	15.577	15.631
-1016865722	6.37545E+18	270.6752879	-1.407031473	0.569713175	20.158041	22.43788147	3.6	-0.4	      	      	      			12.862	12.526	12.431
-1016865721	6.37545E+18	270.5872762	-1.409122927	0.545921028	20.90161133	21.47844315								15.97	15.985	15.421
-1016865718	6.37545E+18	270.2115167	-1.420883512	0.614081979	20.20615959	23.0839386	3.5	6.5	15.355	14.325	14.191	13.993		12.889	12.609	12.537
-1016865716	6.37545E+18	270.2335854	-1.430717267	0.629442811	22.0988102	25.23451424										
-1016865715	6.37545E+18	270.4042528	-1.426721815	0.599820912	20.13760376	27.34061623	-0.8	5.2	15.291	14.107	13.902	13.56		12.365	11.995	11.915
-1016865714	6.37545E+18	270.6551428	-1.429206989	0.588020682	21.43379974	24.49390793	-5.2	-4.9	13.755	11.889	11.268	10.625		8.797	7.992	7.759
-1016865713	6.37545E+18	270.7170038	-1.428349618	0.610634208	21.26174736	21.98935318	80.6	-39.4	15.659	14.508	14.134	13.757		12.484	12.019	11.904
-1016865711	6.37545E+18	270.6227388	-1.431970079	0.555952251	21.35770416	23.08198738	1.9	-4.8	      	      	      			13.314	12.886	12.844
-1016865710	6.37545E+18	270.2520981	-1.431666984	0.620195568	21.95831299	99										
-1016865709	6.37545E+18	270.4098728	-1.42983131	0.599820912	21.21245956	26.86273575	0.1	-0.1	15.727	14.844	14.516	14.207		12.726	12.339	12.212
-1016865708	6.37545E+18	270.388005	-1.431100854	0.599820912	21.72626686	25.33777428										
-1016865707	6.37545E+18	270.6807469	-1.429730079	0.588020682	20.82938957	24.49440956	-1.5	3.3	15.695	14.771	14.346	14.006		12.834	12.502	12.383
-1016865706	6.37545E+18	270.5847269	-1.429197271	0.551724255	19.36061096	27.70120049	3.1	-9	13.322	12.076	11.85	11.561		10.346	9.91	9.839
-1016865705	6.37545E+18	270.7084737	-1.415849973	0.610634208	17.05017281	21.35483742	-11.7	-15.3	12.837	11.954	11.737	11.521		10.481	10.215	10.161
-1016865704	6.37545E+18	270.8543635	-1.43654325	0.644861877	21.67736435	23.04208565										
-1016865703	6.37545E+18	270.8073532	-1.424344595	0.647444606	17.79280281	21.13527679	-3.8	3.7	13.252	12.523	12.294	12.075		10.945	10.716	10.591
-1016865702	6.37545E+18	270.6654593	-1.434792692	0.588020682	21.47544289	21.84105492	2	1.1	13.481	11.817	11.361	10.845		9.256	8.651	8.427
-1016865700	6.37545E+18	270.4851235	-1.435820654	0.56783241	20.72886276	99	-4.8	-0.7	15.633	14.748	14.334	14.04		12.848	12.513	12.41
-1016865699	6.37545E+18	270.5321747	-1.440477187	0.556287646	21.21405602	21.53845024	3.6	7.1	      	      	      			13.753	13.294	13.219
-1016865698	6.37545E+18	270.5781857	-1.442140854	0.551724255	21.5524826	99	4.2	-5.4	15.758	14.265	13.873	13.823		12.692	12.257	12.182
-1016865696	6.37545E+18	270.5367974	-1.43152676	0.556287646	19.58776665	99	-7	-18.2	14.453	13.34	13.154	12.929		11.777	11.406	11.354
-1016865695	6.37545E+18	270.4489984	-1.440525276	0.582404315	20.80962181	99	1.7	-6.5	15.966	14.583	14.236	14.255		13.04	12.713	12.576
-1016865693	6.37545E+18	270.6389387	-1.444183432	0.581084311	21.65939713	25.04234505	-4.9	-5	15.977	14.465	14.171	13.861		12.847	12.469	12.39
-1016865692	6.37545E+18	270.7039556	-1.396074381	0.577660739	17.53804779	17.32661819										
-1016865691	6.37545E+18	270.4580079	-1.45104559	0.582404315	20.52121162	23.32057762	1.7	5.4	15.994	14.552	14.311	14.232		12.997	12.645	12.525
-1016865690	6.37545E+18	270.9136161	-1.452936449	0.680072367	20.70278931	99	-18.1	-2.3	16.05	14.75	14.344	13.974		12.882	12.531	12.367
-1016865689	6.37545E+18	270.4839134	-1.457331149	0.588004589	21.32886314	24.33817863	1	0.5	16.832	15.42	15.083			13.701	13.297	13.231
-1016865688	6.37545E+18	270.7851145	-1.448874878	0.653656185	22.14668083	99										
-1016865687	6.37545E+18	270.7973748	-1.460211154	0.653656185	21.92500305	22.75701523								16.341	16.286	15.799
-1016865686	6.37545E+18	270.6507234	-1.460365972	0.581084311	21.31111526	21.65514374								14.913	14.427	14.41
-1016865685	6.37545E+18	270.5433885	-1.460406619	0.566817164	21.53046608	23.16117668	-0.3	-0.7	      	      	      			12.789	12.299	12.195
-1016865683	6.37545E+18	270.3552092	-1.464108263	0.628472865	21.64953613	99										
-1016865682	6.37545E+18	270.4373844	-1.463488764	0.601369143	21.91310501	99										
-1016865681	6.37545E+18	270.3890485	-1.457015106	0.621787429	21.16260529	23.38228226										
-1016865679	6.37545E+18	270.3191039	-1.46746373	0.625986278	22.12506676	24.17663956										
-1016865678	6.37545E+18	270.2320676	-1.467389674	0.634891808	21.85797691	99										
-1016865677	6.37545E+18	270.2805948	-1.464353664	0.625986278	21.59889603	23.4671936										
-1016865676	6.37545E+18	270.3246884	-1.460942051	0.617941678	20.91605568	99	-2.7	1.9	15.952	14.479	14.384	14.107		12.858	12.462	12.384
-1016870597	6.37545E+18	272.3887831	0.275930636	0.521655738	21.66769981	23.00423431	-2.9	-12.7	      	      	      			15.813	15.668	15.908
-1016870595	6.37545E+18	272.2497197	0.2863752	0.533426106	18.92411423	23.15696335	-1.9	-5.5	14.309	13.553	13.306	12.968		11.8	11.539	11.464
-1016870593	6.37545E+18	272.1583951	0.278284133	0.526881635	18.01450157	22.53936195	-11.5	15.7	13.519	12.806	12.569	12.295		11.278	10.939	10.887
-1016870592	6.37545E+18	272.7042139	0.272790585	0.593930364	20.48375511	22.07185364	3.8	-4.5	15.402	14.458	14.129	13.745		12.42	12.123	11.98
-1016870591	6.37545E+18	271.9715693	0.274064744	0.476155877	19.91242218	99	4.2	-1.8	14.554	13.714	13.412	13.044		11.938	11.561	11.449
-1016870590	6.37545E+18	272.4785473	0.268784627	0.539271891	21.55909729	99	0.6	6.4	16.39	15.322	15.068	14.639		13.478	13.127	13.044
-1016870588	6.37545E+18	272.1030065	0.289256669	0.527799904	18.97334671	23.20252609	3.6	-0.1	13.805	12.745	      			11.875	11.552	11.489
-1016870587	6.37545E+18	272.3467158	0.264224364	0.522865415	21.90955925	99										
-1016870586	6.37545E+18	272.2651657	0.265443457	0.530391932	21.43285942	99	-0.7	0.9	16.259	15.447	15.13	14.775		13.53	13.234	13.041
-1016870585	6.37545E+18	272.7303606	0.274493569	0.593930364	21.22861671	99	2.5	1.8	      	      	      			13.008	12.627	12.483
-1016870584	6.37545E+18	271.9156157	0.265457612	0.460615396	21.76292229	22.90353394	-0.9	9.8	16.455	15.446	15.128	14.717		13.598	13.074	12.811
-1016870582	6.37545E+18	272.1174931	0.262619942	0.527799904	21.30245209	99	-17.2	-12.1	15.405	14.41	14.051	13.65		12.372	11.943	11.825
-1016870580	6.37545E+18	272.7015651	0.262518035	0.593930364	20.91306114	22.80538559	1.3	3.2	15.167	14.14	13.779	13.314		11.983	11.564	11.47
-1016870579	6.37545E+18	272.1141326	0.257319565	0.545343697	21.99092865	26.05677795										
-1016870578	6.37545E+18	272.5728955	0.262834131	0.567995906	20.87637901	99	-3	-8	16.105	15.205	      			13.146	12.777	12.776
-1016870577	6.37545E+18	272.611412	0.259916239	0.578279436	20.17110443	23.27129364	-0.8	2	14.997	14.164	13.827	13.454		12.289	12.01	11.86
-1016870576	6.37545E+18	272.1161024	0.253577495	0.545343697	21.77121544	99	-19.3	1.7	15.978	14.769	14.333	13.714		12.928	12.405	12.226
-1016870575	6.37545E+18	272.3525325	0.258245646	0.522865415	19.35044289	22.07127762	12.3	10.8	14.071	13.161	12.805	12.409		11.212	10.843	10.756
-1016870574	6.37545E+18	272.3617098	0.253603363	0.519920468	21.5307579	24.64815903	0.4	-6.1	      	      	      			14.269	13.829	13.617
-1016870573	6.37545E+18	272.5906715	0.272032574	0.567995906	18.08631134	22.80405235	-9.3	-0.6	13.095	12.311	12.052	11.713		10.716	10.347	10.258
-1016870572	6.37545E+18	272.1100006	0.258483775	0.545343697	19.82102394	21.53852081	16.6	4.3	13.618	12.733	12.428	12.101		10.957	10.579	10.436
-1016870571	6.37545E+18	272.2770435	0.24914391	0.530391932	21.94574165	99										
-1016870570	6.37545E+18	272.630995	0.250946649	0.582765579	21.26917839	99	3.4	2	16.629	15.465	      			13.393	13.015	12.893
-1016870569	6.37545E+18	272.6901915	0.248341587	0.589401007	21.61615372	23.36903191										
-1016870568	6.37545E+18	271.8973676	0.26415908	0.45511952	19.32546425	21.55160713	11.5	-12.6	14.751	14.024	13.732	13.374		12.327	12.033	11.912
-1016870566	6.37545E+18	272.0795385	0.275872996	0.526513696	16.03471375	20.34497833	3.6	-10.9	11.595	11.055	10.915	10.741		9.939	9.774	9.703
-1016870565	6.37545E+18	272.0209594	0.245214589	0.513634682	21.89597702	22.18798256										
-1016870564	6.37545E+18	272.0512371	0.25594138	0.513634682	17.98687744	23.28734589	4.3	-13.6	13.149	12.456	12.244	11.95		10.946	10.602	10.54
-1016870562	6.37545E+18	271.9362616	0.240887561	0.480150878	21.8275795	25.83615112										
-1016870561	6.37545E+18	271.9032025	0.249020765	0.45511952	17.58137703	22.03417587	-6.6	-5.4	13.162	12.511	12.303	12.019		11.04	10.824	10.635
-1016870560	6.37545E+18	272.2018749	0.247737787	0.537858188	21.16747475	27.06788635										
-1016870559	6.37545E+18	272.4869846	0.239003613	0.540185988	21.48887634	21.57032776	-4	-5.9	      	      	      			14.625	14.496	14.353
-1016870558	6.37545E+18	272.2249435	0.247697165	0.535871744	18.73877525	18.62125206	-4	-5.3	      	      	      			14.816	14.473	14.326
-1016870557	6.37545E+18	272.4672876	0.237894359	0.540185988	21.31119919	21.59563828	5.5	-2.1	      	      	      			14.176	13.756	13.634
-1016870556	6.37545E+18	272.5938208	0.239041944	0.57779181	21.14758873	99	-12.7	15.8	16.083	15.227	14.715	14.274		13.425	13.046	12.955
-1016870555	6.37545E+18	272.159028	0.233372024	0.545343697	21.71149826	22.33075142										
-1016870554	6.37545E+18	272.2011272	0.240027195	0.544668019	19.26535988	23.52747917	-2.5	-8	14.445	13.631	13.357	12.967		11.82	11.5	11.385
-1016870553	6.37545E+18	272.2845064	0.240598012	0.530391932	19.21042252	21.20741272	-1	-3.9	14.926	14.305	14.147	13.961		13.052	12.962	12.84
-1016870551	6.37545E+18	272.6492736	0.232736888	0.582765579	21.84396935	25.23280525	10.1	12.7	16.409	15.131	14.662	14.096		13.399	12.947	12.824
-1016870550	6.37545E+18	271.9448262	0.243167576	0.480150878	19.54104996	22.80679703	-13.2	12.4	14.352	13.54	13.264	12.899		11.818	11.44	11.349
-1016870549	6.37545E+18	272.4331825	0.231120999	0.529411376	21.38810158	99										
-1016870548	6.37545E+18	272.0333618	0.231812089	0.496337146	21.52894211	99	-6	-14.2	16.127	15.217	14.839	14.463		13.097	12.671	12.541
-1016870547	6.37545E+18	272.5953906	0.229439629	0.57779181	20.97742653	99	-0.9	-1.3	15.544	14.705	14.335	13.899		12.684	12.298	12.188
-1016870546	6.37545E+18	272.6654746	0.224449456	0.591858089	21.96318245	99										
-1016870545	6.37545E+18	272.3046489	0.226020835	0.529179811	20.84101677	99										
-1016870544	6.37545E+18	271.9686109	0.222673918	0.480150878	21.83239937	23.24030876	-63.7	-22.5	17.667	16.679	      			14.702	14.386	14.242
-1016870543	6.37545E+18	272.4004341	0.229775135	0.519920468	19.59620667	99	7	31.4	13.85	12.9	12.563	12.16		11.017	10.632	10.541
-1016870542	6.37545E+18	272.6756931	0.224341913	0.591858089	20.99507141	99	-14.2	-11.3	15.867	14.864	14.43	13.818		13.1	12.743	12.615
-1016870540	6.37545E+18	272.3880241	0.22506222	0.519920468	21.36331177	99	9.4	-2.3	      	      	      			14.056	13.629	13.484
-1016870539	6.37545E+18	272.3162502	0.224312775	0.529179811	20.12122154	19.94815826										
-1016870538	6.37545E+18	272.3652902	0.217310331	0.522424996	21.8139801	22.01975441	-0.2	2.2	      	      	      			13.457	13.045	12.942
-1016870536	6.37545E+18	272.3226711	0.224997253	0.522424996	19.66816711	19.51483917										
-1016870535	6.37545E+18	272.7172888	0.223515031	0.593138814	18.4746933	19.21853447	-1.7	-1.3	14.952	14.46	14.302	14.127		13.188	13.037	12.97
-1016870534	6.37545E+18	272.0819457	0.231126215	0.547283471	17.05921936	23.00315285	-3	-7.1	11.702	10.956	10.718	10.446		9.487	9.144	9.066
-1016870533	6.37545E+18	272.4071624	0.212245003	0.517515361	21.96782494	99										
-1016870532	6.37545E+18	272.2770879	0.214243978	0.536457062	21.61852074	99										
-1016870531	6.37545E+18	272.4957394	0.210960958	0.55742681	21.91677856	99								14.756	14.078	13.836
-1016870529	6.37545E+18	272.5266096	0.212397003	0.565477252	22.01988411	99										
-1016870527	6.37545E+18	271.9865328	0.210636762	0.508533895	20.08042908	27.09207153	-13.7	7	15.3	14.367	14.009	13.561		12.8	12.418	12.365
-1016870526	6.37545E+18	272.6565966	0.213470328	0.591858089	17.85091972	19.98427582	-8.7	-4.6	13.417	12.784	12.586	12.304		11.298	11.064	10.941
-1016870524	6.37545E+18	271.9669736	0.203002895	0.48265174	20.37657547	19.97867775										
-1016870523	6.37545E+18	272.4904699	0.201759387	0.55742681	19.76281548	21.70669365	-9.3	-12.7	15.408	14.576	14.307	13.971		12.773	12.478	12.361
-1016870522	6.37545E+18	272.4956665	0.2029824	0.55742681	19.78718758	19.08795738										
-1016870521	6.37545E+18	272.6093317	0.582875861	0.519616365	16.11903763	14.91558266										
-1016870520	6.37545E+18	272.2539931	0.231564743	0.535871744	18.52887917	99	4	-5.5	13.618	12.886	12.649	12.362		11.357	11.075	10.989
-1016870519	6.37545E+18	272.2222555	0.195182154	0.547045648	21.15952873	21.75294495										
-1016870518	6.37545E+18	272.5786803	0.193661215	0.585879922	21.39250755	23.02372169	1.4	-2.3	17.443	16.5	16.239			14.929	14.622	14.386
-1016870517	6.37545E+18	272.4012276	0.191193046	0.517515361	21.93286705	24.05589294										
-1016870516	6.37545E+18	272.1958455	0.210036613	0.544668019	20.58729553	24.84831047	11.9	-14.8	15.759	14.802	14.473	14.088		13.044	12.651	12.575
-1016870515	6.37545E+18	272.1143268	0.187893919	0.561599314	21.78126526	99	10.8	-5.3	      	      	      			13.282	12.84	12.742
-1016870514	6.37545E+18	272.6964788	0.191040919	0.612860441	20.56702232	24.33908844	2.8	-7.6	15.602	14.686	14.39	13.912		12.657	12.291	12.183
-1016870513	6.37545E+18	272.2025392	0.191556722	0.555976212	21.44033241	99										
-1016870512	6.37545E+18	272.4045617	0.186166949	0.517515361	20.77726746	22.84924316	-9	-12.1	      	      	      			14.975	14.781	14.766
-1016870511	6.37545E+18	272.2209355	0.190864619	0.547045648	20.2277298	22.48020935	-7.5	-1.3	15.62	14.825	14.558	14.218		13.083	12.805	12.727
-1016870510	6.37545E+18	272.5055409	0.200361745	0.55742681	19.6105423	24.81832504	-6.3	-0.5	14.553	13.718	13.412	12.396		12.003	11.742	11.622
-1016870509	6.37545E+18	272.422585	0.186845727	0.530668736	21.69028664	99	0.7	-3.8	16.427	15.487	15.121			13.46	13.031	12.934
-1016870508	6.37545E+18	272.5986826	0.192247655	0.587199569	18.79089355	23.37460709	3.5	-4.8	13.75	12.92	12.632	12.229		11.079	10.788	10.673
-1016870507	6.37545E+18	272.4529192	0.186710212	0.543253958	21.56286812	99	0.1	-5.8	      	      	      			14.361	13.957	13.912
-1016870506	6.37545E+18	272.2525287	0.186003341	0.547045648	20.37025452	23.5051651	-3.5	0.5	15.098	14.189	13.864	13.454		12.277	11.921	11.816
-1016870505	6.37545E+18	272.3809773	0.198527302	0.518821716	17.34677315	23.55054855	2.7	-13.8	12.624	11.873	11.61	11.282		10.26	9.946	9.808
-1016870504	6.37545E+18	272.3158497	0.18583854	0.528046906	20.13506126	99	3.6	-2	13.842	12.809	12.428	11.984		10.719	10.333	10.204
-1016870503	6.37545E+18	272.3825585	0.181582233	0.518821716	21.83771706	99										
-1016870502	6.37545E+18	272.2105492	0.194845486	0.547045648	17.8719368	21.32204247	-5	-4.2	13.411	12.747	12.527	12.267		11.279	11.051	10.958
-1016870501	6.37545E+18	272.1272672	0.181739313	0.561599314	21.6331749	23.61789131	-6.3	-1.9	15.789	14.552	14.094	13.536		12.008	11.376	11.211
-1016866844	6.37545E+18	273.2002607	0.297502075	0.607723236	22.10313034	99								16.034	15.395	15.223
-1016866843	6.37545E+18	273.2038356	0.298444039	0.607723236	21.79009819	99										
-1016866842	6.37545E+18	273.5026981	0.29595723	0.675868511	21.9048214	24.7094841										
-1016866841	6.37545E+18	273.4167342	0.297101493	0.683142245	20.97060776	99	-4	0.2	16.192	15.513	15.307	14.973		13.717	13.476	13.415
-1016866840	6.37545E+18	273.2039825	0.293977631	0.607723236	21.83883858	24.7059536	5	-7.2	16.135	15.197	14.817	14.516		13.135	12.694	12.598
-1016866839	6.37545E+18	273.2312822	0.296692368	0.623907983	21.28636551	99	5.1	-6.4	16.506	15.489	      			13.62	13.226	13.035
-1016866836	6.37545E+18	273.6346167	0.296771502	0.638680756	20.75411415	99	2	-8.1	13.901	12.754	12.298	11.89		10.468	10.01	9.883
-1016866835	6.37545E+18	273.6404407	0.294781762	0.620869458	21.2232132	99	4.4	7.3	16.249	15.613	15.106	14.901		13.179	12.806	12.746
-1016866834	6.37545E+18	273.0632045	0.297338175	0.506219089	19.71024323	25.84037018	7.3	-6.1	14.271	13.395	13.093	12.742		11.637	11.311	11.195
-1016866833	6.37545E+18	273.3761904	0.294880766	0.664443731	20.83908081	99	2.9	-14.6	14.451	13.377	12.979	12.617		11.306	10.905	10.771
-1016866831	6.37545E+18	273.0094092	0.288802847	0.504261136	21.74042511	21.87774467	-10.9	-10	17.164	15.703	15.53	14.758		13.674	13.258	13.136
-1016866830	6.37545E+18	273.0775098	0.286139352	0.506219089	22.11726761	23.55042458										
-1016866827	6.37545E+18	273.3811936	0.282702183	0.679689109	21.89587402	99										
-1016866826	6.37545E+18	273.6476791	0.284485525	0.617890835	21.0601387	99	1.8	2.5	15.667	14.979	14.604	14.25		12.776	12.426	12.352
-1016866825	6.37545E+18	273.0013312	0.287617573	0.504261136	20.08774185	23.40745926	-1.3	0.2	14.751	13.831	13.502	13.125		11.967	11.645	11.48
-1016866824	6.37545E+18	272.9590585	0.282598827	0.512008011	21.58966255	99	0.8	-1.6	      	      	      			13.154	12.697	12.534
-1016866823	6.37545E+18	273.2648259	0.286986708	0.638436139	20.68736458	99	5.2	-6.7	15.836	14.219	13.425	12.446		12.902	12.623	12.495
-1016866821	6.37545E+18	273.0262272	0.279442204	0.504261136	21.77704239	22.94481277	1.3	-11.7	      	      	      			13.562	13.153	12.929
-1016866820	6.37545E+18	273.1277629	0.27721202	0.558766305	21.68289185	99										
-1016866819	6.37545E+18	273.028084	0.284685034	0.504261136	20.02088928	23.32806969	-8.7	-6.6	14.465	13.454	13.117	12.736		11.612	11.171	11.031
-1016866818	6.37545E+18	273.504361	0.273954418	0.686139047	22.10984612	25.55096436										
-1016866816	6.37545E+18	273.2162937	0.274579287	0.622891784	21.97309685	21.96601105										
-1016866815	6.37545E+18	273.5322818	0.276536003	0.678976595	21.07226181	99	3.4	-3.7	14.869	13.361	12.713	12.099		10.223	9.505	9.331
-1016866814	6.37545E+18	273.0105867	0.271988937	0.512008011	20.62495804	22.67296028	-2	-7.1	15.558	14.693	14.387	14.006		12.869	12.589	12.415
-1016866811	6.37545E+18	273.1300128	0.268301981	0.558766305	21.15524673	22.43658829										
-1016866810	6.37545E+18	273.1092131	0.270303955	0.558766305	18.98978424	22.71331787	4.8	-0.4	14.538	13.924	13.721	13.477		12.478	12.267	12.126
-1016866809	6.37545E+18	273.4975257	0.263889716	0.686139047	21.54917526	24.60504913										
-1016866808	6.37545E+18	273.2565606	0.260674931	0.638436139	22.10532951	22.51713371										
-1016866807	6.37545E+18	273.4085505	0.258462598	0.679689109	22.0116291	24.83353043										
-1016866806	6.37545E+18	273.5094695	0.285812353	0.678976595	16.6438427	18.09225273	-0.3	-2.3	12.325	11.661	11.43	11.236		10.2	10.036	9.932
-1016866805	6.37545E+18	273.6091504	0.257519789	0.65048486	21.2197094	21.26620865										
-1016866804	6.37545E+18	273.3611682	0.259267376	0.661344349	21.53818512	22.95405197										
-1016866803	6.37545E+18	273.1789032	0.259286739	0.610615313	20.38813019	99	-1.4	-4.9	12.965	11.576	11.066	10.593		8.838	8.256	8.045
-1016866802	6.37545E+18	273.4649824	0.257456465	0.686617136	21.74551392	21.83896446										
-1016866800	6.37545E+18	273.1680214	0.258674947	0.610615313	17.8384552	24.31129265	16.3	-10.6	12.653	11.933	11.73	11.669		10.621	10.309	10.192
