casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag	Jmag	Hmag	Kmag	IR	FUV-NUV	NUV-H	NUV-R	J-K	H-K
-1016868892	6.37545E+18	270.7598691	-0.342590423	0.451924086	21.79964447	23.0402565							16.68	15.984	15.641		1.24061203	5.81564447	-100	1.039	0.343
-1016868881	6.37545E+18	270.8916173	-0.34274154	0.464265227	20.15019608	22.5099659	0.6	-27.3	12.657	11.422	10.957	10.494	8.806	8.164	8.053	1	2.359769821	11.98619608	9.193196075	0.753	0.111
-1016868857	6.37545E+18	270.7808092	-0.367669293	0.457499266	20.78972626	22.28792572	-1	-9.1	15.085	13.964	13.53	13.013	11.386	10.778	10.631		1.498199463	10.01172626	7.259726257	0.755	0.147
-1016876147	6.37545E+18	275.0902513	0.650839188	1.077688217	21.88306427	24.08230591							16.201	15.008	14.936		2.199241638	6.87506427	-100	1.265	0.072
-1016876116	6.37545E+18	274.8916221	0.528521105	0.993572831	21.54257774	24.30574226							16.631	17.221	15.695		2.76316452	4.321577744	-100	0.936	1.526
-1016829238	2.56522E+18	277.6612543	0.075288196	2.10306716	23.03415298	24.43445969							16.01	15.489	14.874		1.400306702	7.545152985	-100	1.136	0.615
-1016829189	2.56522E+18	278.0681743	-0.11721338	2.29716444	19.47107315	21.93759537							16.615	15.887	14.74		2.466522217	3.584073151	-100	1.875	1.147
-1016829172	2.56522E+18	277.9307028	-0.239291652	2.323605299	21.91263199	23.27634048							16.911	15.766	15.292		1.363708496	6.146631989	-100	1.619	0.474
-1016868008	6.37545E+18	274.0421524	0.918494578	0.901367366	20.98926926	23.09352112							15.676	14.417	14.24		2.104251862	6.572269257	-100	1.436	0.177
-1016867977	6.37545E+18	274.3210111	0.858997628	0.904459	22.2115097	99							16.316	15.844	15.485		-100	6.367509705	-100	0.831	0.359
-1016867956	6.37545E+18	273.7552913	0.812746647	0.76413101	22.1547718	23.21404266							16.845	16.162	16.111		1.059270859	5.992771805	-100	0.734	0.051
-1016868275	6.37545E+18	271.3497671	-1.269486849	0.745532215	20.20038795	24.13723755	-28.7	-4.2	10.972	9.407			6.351	5.566	5.346	1	3.936849594	14.63438795		1.005	0.22
-1016868244	6.37545E+18	271.4546928	-1.327183703	0.81981504	20.85795593	21.33663177							16.417	15.666	15.054		0.478675842	5.191955933	-100	1.363	0.612
-1016868200	6.37545E+18	271.5186396	-1.436948801	0.983616889	21.95817566	99							15.876	15.292	14.991		-100	6.666175659	-100	0.885	0.301
-1016868750	6.37545E+18	270.5555404	-0.4412484	0.528019845	21.70649147	22.72439575							15.588	15.01	14.814		1.017904282	6.69649147	-100	0.774	0.196
-1016868686	6.37545E+18	270.9476069	-0.488218106	0.503451824	21.98485374	99							16.076	15.307	15.066		-100	6.677853745	-100	1.01	0.241
-1016868676	6.37545E+18	270.4118829	-0.49098446	0.525339663	19.74652481	22.30537605	-7.5	-7.9	12.019	10.723	10.27	9.783	8.352	7.793	7.587	1	2.558851242	11.95352481	9.476524811	0.765	0.206
-1016876076	6.37545E+18	274.8742188	0.361922482	0.997502983	22.04980659	23.84384727							15.976	15.173	15.092		1.79404068	6.876806595	-100	0.884	0.081
-1016871042	6.37545E+18	272.6597532	0.853718687	0.645853817	22.01676559	99							16.35	15.646	15.284		-100	6.370765594	-100	1.066	0.362
-1016870941	6.37545E+18	272.6496913	0.633981839	0.544182181	21.2070961	23.77420807	-17	9.8	14.717	13.537	13.012	12.585	11.276	10.685	10.52		2.567111969	10.5220961	8.1950961	0.756	0.165
-1016870894	6.37545E+18	272.9587891	0.330321133	0.516329408	19.72276306	21.59038353							15.707	15.015	14.593		1.867620468	4.707763062	-100	1.114	0.422
-1016870715	6.37545E+18	272.8140756	0.409158425	0.594808638	21.52951431	22.54264641							16.555	16.078	15.666		1.013132095	5.451514313	-100	0.889	0.412
-1016870583	6.37545E+18	272.8703718	0.263556195	0.571427464	21.60745049	99	3.5	-3.5	16.298	15.008	14.514	13.988	12.388	11.789	11.648		-100	9.818450485	7.093450485	0.74	0.141
-1016867908	6.37545E+18	274.395351	0.735136063	0.950969577	20.70812225	21.85238647	-0.8	-0.4	17.047	14.873	13.842	12.262	9.439	8.268	7.931		1.144264221	12.44012225	6.866122253	1.508	0.337
-1016867869	6.37545E+18	273.7009287	0.673821448	0.725852013	21.58761406	22.71360016							15.152	14.363	14.166		1.125986099	7.224614059	-100	0.986	0.197
-1016867852	6.37545E+18	274.1232518	0.645091533	0.765728056	21.83810806	23.41621017							16.806	16.211	15.773		1.578102112	5.627108063	-100	1.033	0.438
-1016867820	6.37545E+18	273.899265	0.587335442	0.757672489	21.13165283	21.97490883	3	-1.5					14.33	13.919	13.715		0.843255997	7.212652832		0.615	0.204
-1016867803	6.37545E+18	273.7968335	0.561225387	0.698919952	21.35394287	21.84803581	4.2	-5.7	13.346	11.926	11.373	10.788	9.137	8.48	8.334		0.494092941	12.87394287	9.980942871	0.803	0.146
-1016868653	6.37545E+18	270.2997365	-0.523279771	0.481540054	21.75683022	24.60125542	-16.2	9.8	14.982	13.556	13.059	12.515	10.899	10.296	10.11		2.844425201	11.46083022	8.697830215	0.789	0.186
-1016868630	6.37545E+18	270.4851674	-0.544557587	0.552240193	21.61793327	99	11.8	-6.5					13.488	12.794	12.673		-100	8.823933273		0.815	0.121
-1016868613	6.37545E+18	270.8652883	-0.569853569	0.515790284	21.73348999	99							16.798	16.303	16.012		-100	5.43048999	-100	0.786	0.291
-1016868553	6.37545E+18	270.914995	-0.627332706	0.489699006	19.86670303	20.63602448	-6.6	-16.9	16.052	15.206	14.863	14.207	14.412	11.927	11.722		0.769321442	7.939703033	5.003703033	2.69	0.205
-1016875890	6.37545E+18	274.924974	-0.063199296	1.013823271	21.71658134	23.7799015	0.4	6	13.757	12.009	11.324	10.478	8.617	7.962	7.748	1	2.06332016	13.75458134	10.39258134	0.869	0.214
-1016875810	6.37545E+18	274.5445928	-0.231099207	0.852751613	21.51159286	24.84186554							15.686	15.126	14.769		3.330272675	6.385592865	-100	0.917	0.357
-1016868187	6.37545E+18	270.9732047	-1.466065829	0.710563719	21.66344833	25.55700874	-4	-32.4					12.587	12.013	11.874		3.89356041	9.650448334		0.713	0.139
-1016868160	6.37545E+18	271.2498365	-1.55584561	1.013405085	20.74825096	21.05795479							16.775	15.292	15.112		0.309703827	5.456250961	-100	1.663	0.18
-1016868155	6.37545E+18	271.5364243	-1.590458983	1.341668844	21.34957695	99	-2.7	5.8					13.12	12.29	12.084		-100	9.05957695		1.036	0.206
-1016868149	6.37545E+18	271.3597709	-1.628904884	1.317883134	21.34036446	23.99711609	-0.4	3.6	14.274	12.88	12.328	11.731	10.011	9.375	9.215		2.656751633	11.96536446	9.012364456	0.796	0.16
-1016868091	6.37545E+18	271.5573049	-1.953384489	1.423936605	21.98967934	99							14.399	13.68	13.398		-100	8.309679337	-100	1.001	0.282
-1016867630	6.37545E+18	271.7298386	-0.257903501	0.501028895	21.07169724	23.42506599	5.3	-11.8	13.524	11.985	11.42	10.784	9.028	8.396	8.185		2.353368759	12.67569724	9.651697235	0.843	0.211
-1016870848	6.37545E+18	272.5789785	0.566395573	0.526864111	20.39219093	19.18925667	-5.8	-6.9					13.338	12.675	12.464		-1.202934265	7.717190933		0.874	0.211
-1016870835	6.37545E+18	272.6327437	0.487332985	0.553701222	21.8511734	23.25198746							14.664	12.963	13.953		1.400814056	8.888173401	-100	0.711	-0.99
-1016870814	6.37545E+18	272.4749261	0.582321025	0.537769437	19.8572216	23.59144783	-5.6	-1	12.198	10.892	10.424	9.881	8.409	7.875	7.667	1	3.734226227	11.9822216	9.433221603	0.742	0.208
-1016870790	6.37545E+18	272.6272045	0.539729697	0.523794353	20.84133148	19.6988945	0.8	-4.9	16.747	15.111	14.422	13.759	11.973	11.306	11.026		-1.142436981	9.535331482	6.419331482	0.947	0.28
-1016875707	6.37545E+18	274.6110929	-0.593563393	0.912931502	21.81720543	22.99966431	3.1	-8.9	16.041	14.777	14.189	13.645	11.972	11.536	11.318		1.182458878	10.28120543	7.628205429	0.654	0.218
-1016846621	6.37545E+18	275.2129163	1.960102443	0.767226279	20.46506882	23.37513542	-1.2	-4.4	12.566	11.203	10.723	10.177	8.663	8.144	7.917	1	2.910066605	12.32106882	9.742068817	0.746	0.227
-1016868509	6.37545E+18	270.906538	-0.682060111	0.473766208	21.72250366	26.34711075							16.775	15.841	15.012		4.624607086	5.881503662	-100	1.763	0.829
-1016868483	6.37545E+18	270.8966113	-0.737778799	0.468883067	21.22838974	25.04645348	-3	-3.9	12.154	10.648	10.087	9.538	7.646	6.888	6.709	1	3.818063736	14.34038974	11.14138974	0.937	0.179
-1016868475	6.37545E+18	270.85291	-0.745275848	0.473893374	20.74117851	21.29742241							16.365	15.632	15.092		0.556243896	5.109178513	-100	1.273	0.54
-1016868441	6.37545E+18	270.9115199	-0.815262133	0.512135088	21.08879852	23.91886139	1.6	-4.5	15.672	14.706	14.411	14.107	12.839	12.465	12.099		2.830062866	8.623798523	6.677798523	0.74	0.366
-1016868421	6.37545E+18	270.9637762	-0.889153759	0.53888613	21.57729912	23.61969948	-1.5	-1.6					14.754	14.468	14.205		2.04240036	7.109299118		0.549	0.263
-1016868308	6.37545E+18	270.9695448	-1.19098092	0.586985111	21.64980888	27.92289925							14.811	14.234	13.974		6.273090363	7.415808884	-100	0.837	0.26
-1016868253	6.37545E+18	270.9621639	-1.305533537	0.63002193	20.93060875	22.20042801							8.749	8.146	7.962		1.26981926	12.78460875	-100	0.787	0.184
-1016868166	6.37545E+18	270.9379142	-1.533123147	0.759393632	20.98191452	22.00017738	4.9	-0.7	13.668	12.208	11.649	11.076	9.344	8.74	8.551		1.018262863	12.24191452	9.33291452	0.793	0.189
-1016866207	6.37545E+18	270.5993893	-0.779215419	0.578825235	21.54061317	22.53763008	0.5	-24.8					13.238	12.662	12.504		0.997016907	8.878613174		0.734	0.158
-1016870541	6.37545E+18	272.7453949	0.223541558	0.593346953	21.4030304	23.67236137	4.5	8.7	13.475	11.872	11.298	10.61	8.894	8.216	7.981		2.269330978	13.1870304	10.1050304	0.913	0.235
-1016870528	6.37545E+18	272.8756025	0.213191838	0.58978796	20.31219673	22.38717842	-18.5	-24.2	12.227	10.86	10.375	9.774	8.244	7.646	7.413	1	2.074981689	12.66619673	9.937196732	0.831	0.233
-1016870451	6.37545E+18	272.872234	0.12009582	0.620310366	20.51844025	21.65822792	8.6	5.3	12.7	11.233	10.673	10.003	8.388	7.766	7.571	1	1.139787674	12.75244025	9.845440247	0.817	0.195
-1016870441	6.37545E+18	272.7584209	0.10310794	0.65413928	20.53630829	20.66740608	7	-6.4	16.29	15.413	15.017	14.563	13.512	12.919	12.734		0.131097794	7.617308289	5.519308289	0.778	0.185
-1016870309	6.37545E+18	272.7493182	-0.058807097	0.634303153	20.79515266	21.20346832	-6.2	-12	16.734	16.322	16.095	15.971	14.811	14.682	14.468		0.408315659	6.113152664	4.700152664	0.343	0.214
-1016868053	6.37545E+18	273.6479318	1.056334951	0.745589912	21.64008713	22.47203636	8.6	4	15.372	14.163	13.588	13.16	11.785	11.142	10.993		0.831949234	10.49808713	8.052087128	0.792	0.149
-1016868038	6.37545E+18	273.5993052	1.010259135	0.775381565	22.00631142	22.30950928							15.871	15.333	15.031		0.303197861	6.673311417	-100	0.84	0.302
-1016868020	6.37545E+18	273.5237569	0.955536512	0.842811823	22.05809784	99							16.087	15.444	15.164		-100	6.614097839	-100	0.923	0.28
-1016867988	6.37545E+18	273.5017529	0.881150957	0.833456695	22.13875961	99							16.959	16.017	15.515		-100	6.121759613	-100	1.444	0.502
-1016867948	6.37545E+18	273.613096	0.794899411	0.82944876	21.16266441	22.48112679	1	-1.9	16.464	15.391	14.982	14.455	13.091	12.744	12.543		1.318462372	8.418664413	6.180664413	0.548	0.201
-1016867716	6.37545E+18	274.3310307	0.389294396	0.844412565	21.25227547	24.85804939	-3.6	-1.6	13.078	11.537	10.937	10.242	8.527	7.916	7.648	1	3.605773926	13.33627547	10.31527547	0.879	0.268
-1016867707	6.37545E+18	274.0536809	0.359503105	0.78823787	21.58730698	23.85554695							16.477	15.713	15.684		2.268239975	5.874306976	-100	0.793	0.029
-1016867543	6.37545E+18	271.6752386	-0.324552235	0.537044764	21.39303398	23.67533875	-13.1	-10.5	17.878	17.02			14.799	14.468	14.213		2.282304764	6.925033981		0.586	0.255
-1016867522	6.37545E+18	271.7386059	-0.344388153	0.542078674	22.01075172	22.81487656	10.7	11.1					15	14.555	14.204		0.804124832	7.455751724		0.796	0.351
-1016867463	6.37545E+18	271.6469625	-0.402878179	0.559232712	21.74447441	24.79247665							16.066	15.847	15.557		3.048002243	5.897474411	-100	0.509	0.29
-1016867443	6.37545E+18	271.6891559	-0.423742259	0.565434933	22.08681488	99	8.1	-11.5					13.358	12.727	12.586		-100	9.35981488		0.772	0.141
-1016867435	6.37545E+18	271.6156573	-0.426134129	0.528618932	21.77161789	99							16.899	16.428	15.625		-100	5.343617889	-100	1.274	0.803
-1016867408	6.37545E+18	271.550893	-0.458705163	0.482267141	21.80572891	24.19107437							16.259	15.895	15.163		2.385345459	5.910728912	-100	1.096	0.732
-1016846229	6.37545E+18	274.7107735	1.999078646	0.723815084	22.42103195	99							15.213	14.575	14.364		-100	7.846031952	-100	0.849	0.211
-1016866118	6.37545E+18	270.3124218	-0.906709636	0.50645256	20.49502182	23.85221863			12.817	11.529	10.957	10.401	9.139	8.342	8.347		3.357196808	12.15302182	9.53802182	0.792	-0.005
-1016866093	6.37545E+18	270.7799019	-0.940616199	0.578027606	22.04194069	22.80675888	-1.1	-7.2					12.896	12.075	11.931		0.764818192	9.966940689		0.965	0.144
-1016870773	6.37545E+18	272.0276322	0.480481166	0.494831592	19.42741966	19.26820374							14.665	14.009	13.717		-0.159215927	5.418419662	-100	0.948	0.292
-1016870767	6.37545E+18	272.4260967	0.467400592	0.538050294	20.02737808	22.26844788	8.4	-2.3	12.82	11.424	10.898	10.293	8.733	8.126	7.943	1	2.241069794	11.90137808	9.129378082	0.79	0.183
-1016870722	6.37545E+18	272.7275484	0.418039586	0.60978055	21.56586075	23.99688721	-0.5	1.5	12.676	11.24	10.696	10.029	8.471	7.832	7.633	1	2.431026459	13.73386075	10.86986075	0.838	0.199
-1016845932	6.37545E+18	274.5353008	1.345547952	0.97276628	22.1967659	22.48007202							15.859	15.265	15		0.283306122	6.9317659	-100	0.859	0.265
-1016845908	6.37545E+18	274.5781139	1.293996219	0.970145822	19.9308567	19.88535309	2.3	-5	15.716	14.551	14.11	13.577	12.295	11.703	11.581		-0.045503616	8.227856705	5.820856705	0.714	0.122
-1016845858	6.37545E+18	274.8097247	1.144726805	0.930798531	22.35796356	99	-6.1	0.1					13.714	13.109	12.924		-100	9.248963562		0.79	0.185
-1016845851	6.37545E+18	274.729067	1.123359922	0.921863794	21.23835754	21.73448181	1.3	-6.8	15.847	14.682	14.265	13.704	12.296	11.973	11.765		0.496124268	9.265357544	6.973357544	0.531	0.208
-1016867813	6.37545E+18	273.5800993	0.578093439	0.650014579	21.83259773	21.93366814							16.197	15.515	15.484		0.101070404	6.317597733	-100	0.713	0.031
-1016866975	6.37545E+18	273.3698848	0.506251779	0.695689499	21.97493935	99							14.784	14.039	13.917		-100	7.935939346	-100	0.867	0.122
-1016866974	6.37545E+18	273.4403989	0.515203141	0.687681198	19.74312973	21.95227051	-12.1	-13.5	11.862	10.519	10.027	9.552	7.986	7.403	7.213	1	2.209140778	12.34012973	9.71612973	0.773	0.19
-1016867700	6.37545E+18	274.0367007	0.330127428	0.794717073	20.88812828	23.88059044	23.5	45.9	12.777	11.317	10.667	9.77	8.118	7.479	7.243	1	2.992462158	13.40912828	10.22112828	0.875	0.236
-1016867695	6.37545E+18	274.0567375	0.316336413	0.794717073	21.77243805	23.40219116	3.7	-4.8	14.06	12.463	11.826	11.111	9.331	8.591	8.392		1.629753113	13.18143805	9.946438049	0.939	0.199
-1016866801	6.37545E+18	273.7624921	0.25645342	0.635128736	21.37927437	25.15208054	-1.4	-4.8	16.286	15.63	15.417	14.967	13.837	13.652	13.448		3.772806168	7.727274368	5.962274368	0.389	0.204
-1016866052	6.37545E+18	270.2569622	-0.984191123	0.506366074	20.89985466	21.47208595	-4.4	-5.1	14.228	12.912	12.449	11.891	10.313	9.688	9.514		0.572231293	11.21185466	8.45085466	0.799	0.174
-1016866042	6.37545E+18	270.5128584	-0.991976868	0.566749156	20.13710976	20.01459312							15.327	14.627	14.582		-0.122516632	5.510109756	-100	0.745	0.045
-1016866033	6.37545E+18	270.5345281	-1.001585721	0.566749156	20.29453659	24.2614212	-8.4	-10.4	12.83	11.501	11.042	10.495	8.81	8.18	8.052	1	3.966884613	12.11453659	9.252536591	0.758	0.128
-1016865957	6.37545E+18	270.8031149	-1.122090234	0.629192173	21.92899132	22.78447342							15.373	14.82	14.642		0.855482101	7.108991318	-100	0.731	0.178
-1016867392	6.37545E+18	271.5631939	-0.472686087	0.525849283	21.73958206	23.5459671	-5.2	-10.3	13.584	12.159	11.637	11.098	9.403	8.79	8.511		1.80638504	12.94958206	10.10258206	0.892	0.279
-1016867358	6.37545E+18	271.5331497	-0.498217554	0.502575278	21.75397682	99	44.2	4.2					14.762	14.173	14.037		-100	7.580976822		0.725	0.136
-1016867346	6.37545E+18	271.5310603	-0.445764777	0.482267141	14.04818916	19.24890327	-22	-12.2	7.641	6.458			4.801	4.163	3.981	1	5.200714111	9.885189163		0.82	0.182
-1016870683	6.37545E+18	272.0563292	0.379139222	0.486634165	21.515131	23.909235	3.7	1.5	13.7	12.421	11.948	11.372	10.101	9.473	9.314		2.394104004	12.042131	9.567130997	0.787	0.159
-1016870668	6.37545E+18	271.8880879	0.35389585	0.46327889	21.97588348	99							15.14	14.634	14.368		-100	7.341883484	-100	0.772	0.266
-1016870660	6.37545E+18	272.021912	0.349514241	0.488566816	21.63521576	99							16.139	15.34	13.87		-100	6.295215759	-100	2.269	1.47
-1016870647	6.37545E+18	272.4432745	0.343397262	0.523803651	20.45380402	22.72257614	-2	-6.2	14.329	13.12	12.667	12.135	10.694	10.208	10.001		2.268772125	10.24580402	7.786804016	0.693	0.207
-1016870644	6.37545E+18	271.8955457	0.330760417	0.46327889	22.07350731	24.03556824	-4.6	-12					14.226	13.836	13.625		1.962060928	8.237507309		0.601	0.211
-1016870617	6.37545E+18	272.1182972	0.304129029	0.526881635	20.65012932	22.55929947	6	0.2					14.84	14.758	14.53		1.909170151	5.892129318		0.31	0.228
-1016865901	6.37545E+18	270.5529399	-1.181241768	0.544850349	19.77718163	22.88232803	5.4	2.7	12.56	11.167	10.674	10.082	8.534	7.946	7.761	1	3.105146408	11.83118163	9.103181625	0.773	0.185
-1016865837	6.37545E+18	270.353829	-1.258360519	0.55756253	21.41929245	23.76152039							16.405	16.119	15.5		2.342227936	5.30029245	-100	0.905	0.619
-1016865810	6.37545E+18	270.8144775	-1.275270489	0.575001955	21.44246864	25.12755394	-22.1	-6.7					14.572	14.007	13.824		3.685085297	7.435468643		0.748	0.183
-1016865793	6.37545E+18	270.3543496	-1.302271078	0.568643808	20.8352356	24.1964283	-0.1	3.1	14.53	13.139	12.624	11.915	10.309	9.714	9.54		3.361192703	11.1212356	8.211235596	0.769	0.174
-1016866929	6.37545E+18	273.606351	0.406603499	0.631851733	20.20542336	22.31202126	0.7	-13.1	11.103	9.31			5.884	5.13	4.848	1	2.1065979	15.07542336		1.036	0.282
-1016866924	6.37545E+18	273.4975192	0.409866491	0.649712086	21.64720154	99	26.7	-9.6	16.592	15.33	14.787	14.252	12.578	11.877	11.695		-100	9.770201538	6.860201538	0.883	0.182
-1016866869	6.37545E+18	273.4540467	0.323730158	0.659942746	22.0351429	22.91681671	3.7	-3.7	16.332	14.51	13.749	12.934	10.774	9.824	9.58		0.881673813	12.2111429	8.286142899	1.194	0.244
-1016866847	6.37545E+18	273.6096697	0.301629529	0.638680756	21.95329857	99							16.778	15.955	15.595		-100	5.998298569	-100	1.183	0.36
-1016866571	6.37545E+18	273.8305346	0.04019046	0.724453926	18.34135056	22.59959602	3.9	-20	11.36	9.93	9.37	8.798	7.218	6.517	6.303	1	4.258245468	11.82435056	8.971350555	0.915	0.214
-1016866523	6.37545E+18	273.682338	-0.056236003	0.698480606	20.40223503	20.13213921							15.479	14.77	14.714		-0.270095825	5.632235031	-100	0.765	0.056
-1016867260	6.37545E+18	271.5479199	-0.616697093	0.570989668	21.77940369	99							14.45	13.738	13.495		-100	8.041403687	-100	0.955	0.243
-1016867218	6.37545E+18	271.678601	-0.682199472	0.632428288	21.90027237	23.97146797	4.4	-5.5					13.817	13.266	13.088		2.071195602	8.634272369		0.729	0.178
-1016867146	6.37545E+18	271.7098483	-0.792284567	0.674467802	22.12157822	99							14.433	13.71	13.492		-100	8.411578217	-100	0.941	0.218
-1016867144	6.37545E+18	271.6238101	-0.795801518	0.653475046	21.86260796	22.22824478							15.044	14.362	14.263		0.365636826	7.500607956	-100	0.781	0.099
-1016865774	6.37545E+18	270.2025238	-1.322501911	0.575858116	20.67321014	99	-3.1	-14.8	14.598	13.198	12.884	12.482	11.456	10.99	10.708		-100	9.683210144	7.789210144	0.748	0.282
-1016865721	6.37545E+18	270.5872762	-1.409122927	0.545921028	20.90161133	21.47844315							15.97	15.985	15.421		0.576831818	4.916611328	-100	0.549	0.564
-1016865714	6.37545E+18	270.6551428	-1.429206989	0.588020682	21.43379974	24.49390793	-5.2	-4.9	13.755	11.889	11.268	10.625	8.797	7.992	7.759		3.060108185	13.44179974	10.16579974	1.038	0.233
-1016865687	6.37545E+18	270.7973748	-1.460211154	0.653656185	21.92500305	22.75701523							16.341	16.286	15.799		0.832012177	5.639003052	-100	0.542	0.487
-1016870584	6.37545E+18	271.9156157	0.265457612	0.460615396	21.76292229	22.90353394	-0.9	9.8	16.455	15.446	15.128	14.717	13.598	13.074	12.811		1.140611649	8.688922287	6.634922287	0.787	0.263
-1016870576	6.37545E+18	272.1161024	0.253577495	0.545343697	21.77121544	99	-19.3	1.7	15.978	14.769	14.333	13.714	12.928	12.405	12.226		-100	9.366215439	7.438215439	0.702	0.179
-1016870574	6.37545E+18	272.3617098	0.253603363	0.519920468	21.5307579	24.64815903	0.4	-6.1					14.269	13.829	13.617		3.117401123	7.701757904		0.652	0.212
-1016870531	6.37545E+18	272.4957394	0.210960958	0.55742681	21.91677856	99							14.756	14.078	13.836		-100	7.838778564	-100	0.92	0.242
-1016870518	6.37545E+18	272.5786803	0.193661215	0.585879922	21.39250755	23.02372169	1.4	-2.3	17.443	16.5	16.239		14.929	14.622	14.386		1.631214142	6.770507553	5.153507553	0.543	0.236
-1016870501	6.37545E+18	272.1272672	0.181739313	0.561599314	21.6331749	23.61789131	-6.3	-1.9	15.789	14.552	14.094	13.536	12.008	11.376	11.211	1	1.984716415	10.2571749	7.539174896	0.797	0.165
-1016866844	6.37545E+18	273.2002607	0.297502075	0.607723236	22.10313034	99							16.034	15.395	15.223		-100	6.708130341	-100	0.811	0.172
-1016866821	6.37545E+18	273.0262272	0.279442204	0.504261136	21.77704239	22.94481277	1.3	-11.7					13.562	13.153	12.929		1.167770386	8.624042389		0.633	0.224
-1016866792	6.37545E+18	273.0644346	0.238136799	0.516960979	21.76973152	22.85369492	-8.7	2.8	13.8	12.406	11.886	11.305	9.705	9.008	8.858		1.083963394	12.76173152	9.883731522	0.847	0.15
-1016866776	6.37545E+18	273.4578716	0.221045969	0.664801002	21.22567749	22.21334648	9.8	16.2	16.656	15.152	14.601		12.369	11.758	11.617		0.987668991	9.46767749	6.62467749	0.752	0.141
-1016866750	6.37545E+18	273.1517048	0.188114992	0.59479022	21.85403252	25.15568161	2.2	-0.1	15.947	14.971	14.646	14.216	12.936	12.625	12.412		3.301649094	9.229032516	7.208032516	0.524	0.213
-1016866341	6.37545E+18	273.747814	-0.30053827	0.816749692	21.47882462	21.29244804	-17.7	-16.3					13.357	11.902	11.745		-0.186376572	9.576824615		1.612	0.157
-1016866335	6.37545E+18	273.7184305	-0.317236047	0.795178592	22.14365005	30.197052							16.155	15.406	15.242		8.053401947	6.737650055	-100	0.913	0.164
-1016866328	6.37545E+18	273.7794813	-0.314550651	0.842432141	18.09624481	17.56760788	-0.6	-3.9	14.116	12.3	11.224	9.155	5.907	4.865	4.395	1	-0.528636932	13.23124481	6.872244812	1.512	0.47
-1016865641	6.37545E+18	270.2389968	-1.514790843	0.642995715	21.82588387	23.09869957	-0.1	7.8	14.898	13.493	13.06	12.722	11.295	10.683	10.528		1.272815704	11.14288387	8.765883865	0.767	0.155
-1016865632	6.37545E+18	270.5014194	-1.5188382	0.616972446	19.52503395	18.98939133							13.761	13.022	12.81		-0.535642624	6.503033951	-100	0.951	0.212
-1016865594	6.37545E+18	270.3542327	-1.604973685	0.66062963	21.45999527	24.72087479							16.69	16.164	15.69		3.260879517	5.29599527	-100	1	0.474
-1016867063	6.37545E+18	271.6080355	-0.990386411	0.769872069	21.53170586	22.29532623			14.389	13.026	12.489	11.675	10.161	9.451	9.281		0.763620377	12.08070586	9.042705856	0.88	0.17
-1016861000	6.37545E+18	271.1726799	-1.638751551	1.051132917	21.43694496	23.28183746	0.1	9.1	15.307	14.103			11.052	10.207	9.863		1.844892502	11.22994496		1.189	0.344
-1016860989	6.37545E+18	271.1925633	-1.78931211	1.173693419	21.60614777	99							15.736	15.045	14.673		-100	6.561147766	-100	1.063	0.372
-1016860987	6.37545E+18	271.3741173	-1.780054279	1.263215423	22.04405594	24.9620533	1.2	-2	14.761	13.047	12.314	11.429	9.249	8.467	8.231		2.91799736	13.57705594	9.730055939	1.018	0.236
-1016860946	6.37545E+18	271.0902905	-1.91256747	1.098077178	20.93421936	21.19491005	-0.7	8.6	16.661	15.134	14.419	13.695	11.63	10.956	10.757		0.260690689	9.97821936	6.51521936	0.873	0.199
-1016865558	6.37545E+18	270.3425873	-1.699231575	0.658328474	21.49481392	23.05910492	-33.2	-11	14.35	12.739	12.47	11.995	10.633	10.046	9.86		1.564291	11.44881392	9.024813919	0.773	0.186
-1016861011	6.37545E+18	270.9069828	-1.645741191	0.830766857	21.4220829	22.64881134	-2.7	1	16.233	15.241	14.776	14.529	13.024	12.719	12.506		1.226728439	8.703082901	6.646082901	0.518	0.213
-1016860928	6.37545E+18	270.6399048	-1.965321236	0.773465991	21.53817177	22.80940056							16.676	15.716	15.497		1.27122879	5.822171768	-100	1.179	0.219
-1016860925	6.37545E+18	270.9431406	-1.973879914	1.026241422	21.06547546	22.0879097	3.4	1.7	15.253	14.124	13.667	13.211	11.636	11.293	11.068		1.022434235	9.772475464	7.398475464	0.568	0.225
-1016870482	6.37545E+18	272.1676687	0.157507476	0.567362487	20.11502647	20.72119331							13.842	13.224	13.05		0.60616684	6.891026474	-100	0.792	0.174
-1016870463	6.37545E+18	272.0589859	0.128883451	0.556016505	21.49931908	23.03822517							15.709	15.421	15.165		1.538906097	6.078319077	-100	0.544	0.256
-1016870447	6.37545E+18	272.2161791	0.1148653	0.567148685	21.59955978	23.24394226							15.719	15.367	14.934		1.644382477	6.232559784	-100	0.785	0.433
-1016870410	6.37545E+18	272.3137278	0.048839144	0.623671293	21.75685883	22.73477936							16.582	16.7	15.94		0.977920532	5.056858826	-100	0.642	0.76
-1016866723	6.37545E+18	273.1257694	0.174106881	0.580321014	21.70944786	22.17391777							16.382	15.796	14.927		0.46446991	5.913447861	-100	1.455	0.869
-1016866711	6.37545E+18	273.6198068	0.160240387	0.665836871	21.27904701	24.07164764	-10.5	-5	13.203	11.681	11.078	10.485	8.638	7.972	7.825		2.792600632	13.30704701	10.20104701	0.813	0.147
