casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag		Jmag	Hmag	Kmag					
							mas/yr	mas/yr	mag	mag	mag	mag		mag	mag	mag					
							--------	--------	------	------	------	------		------	------	------	FUV-NUV	NUV-H	NUV-R	J-K	H-K
-1016867508	6.37545E+18	271.436721	-0.35437325	0.417944402	21.7562027	99	-8.5	-10.4	15.43	14.479	14.115	13.886		12.446	12.046	11.926	-100	9.710202698	7.641202698	0.52	0.12
-1016867507	6.37545E+18	271.7261119	-0.346221129	0.544280231	20.96173477	24.87810516	-8.6	1.5	      	      	      			12.985	12.594	12.513	3.916370392	8.367734772	#ЗНАЧ!	0.472	0.081
-1016867506	6.37545E+18	271.4147781	-0.343139906	0.417944402	19.84365654	99											-100	-100	-100	-100	-100
-1016867504	6.37545E+18	271.5005744	-0.359847014	0.437024355	21.9059906	99								15.557	15.081	14.94	-100	6.824990601	-100	0.617	0.141
-1016867502	6.37545E+18	271.7039608	-0.351921064	0.537044764	18.97369194	24.69053841	-2.4	-5.3	14.187	13.407	13.151	12.841		11.671	11.351	11.303	5.716846466	7.62269194	5.82269194	0.368	0.048
-1016867501	6.37545E+18	271.5751289	-0.359865578	0.533383071	21.45381165	22.14424133											0.690429688	-100	-100	-100	-100
-1016867500	6.37545E+18	271.6281565	-0.363683922	0.550481379	22.11962318	99											-100	-100	-100	-100	-100
-1016867496	6.37545E+18	271.778327	-0.365065049	0.542078674	21.75311089	24.04907417	-0.2	-4.2	16.67	15.694	15.262	14.731		13.474	13.037	12.922	2.295963287	8.716110886	6.491110886	0.552	0.115
-1016867495	6.37545E+18	271.4346204	-0.365160183	0.437611222	21.28186607	99	-1.6	-8.3	16.31	15.471	15.189	14.76		13.575	13.198	13.114	-100	8.083866074	6.092866074	0.461	0.084
-1016867492	6.37545E+18	271.5516023	-0.336248557	0.480351746	15.39072132	17.85606956	3.4	-1.2	11.269	10.821	10.706	10.579		9.701	9.555	9.474	2.465348244	5.835721321	4.684721321	0.227	0.081
-1016867490	6.37545E+18	271.7719765	-0.370748632	0.542078674	21.12824059	24.84105301	-9.4	-6.1	15.694	14.815	14.549	14.072		12.905	12.598	12.494	3.712812424	8.530240585	6.579240585	0.411	0.104
-1016867489	6.37545E+18	271.4235805	-0.373501492	0.428747296	21.83493233	23.72231674											1.887384415	-100	-100	-100	-100
-1016867488	6.37545E+18	271.7776831	-0.372321715	0.542078674	21.71445847	99											-100	-100	-100	-100	-100
-1016867486	6.37545E+18	271.437944	-0.385588871	0.428747296	21.98315811	99	1.5	-12.9	      	      	      			14.735	14.443	14.28	-100	7.540158112	#ЗНАЧ!	0.455	0.163
-1016867484	6.37545E+18	271.7543524	-0.386715361	0.551619351	21.38529587	22.12164116	-6.3	-10.2	      	      	      			13.195	12.84	12.672	0.736345291	8.545295868	#ЗНАЧ!	0.523	0.168
-1016867483	6.37545E+18	271.5621794	-0.386431107	0.485777467	21.36564636	99	-5.7	-1	15.562	14.638	14.339	13.928		12.679	12.33	12.204	-100	9.035646362	7.026646362	0.475	0.126
-1016867481	6.37545E+18	271.6188505	-0.384706337	0.533383071	20.21148872	99	10.6	-1	15.125	14.299	13.991	13.638		12.463	12.07	12.025	-100	8.141488724	6.220488724	0.438	0.045
-1016867477	6.37545E+18	271.6866515	-0.386865723	0.558986187	21.29367828	22.22906876	-1.2	1.3	16.25	15.536	15.159	14.779		13.473	13.095	12.983	0.935390472	8.198678284	6.134678284	0.49	0.112
-1016867475	6.37545E+18	271.7088942	-0.383703166	0.558986187	19.90268135	21.84582329	-14	-1.4	14.12	13.282	12.999	12.666		11.58	11.153	11.105	1.943141937	8.749681351	6.903681351	0.475	0.048
-1016867474	6.37545E+18	271.6037115	-0.390540724	0.533383071	21.32370758	23.99674606	21.7	-29.9	16.148	15.215	14.829	14.339		13.266	12.807	12.671	2.673038483	8.516707581	6.494707581	0.595	0.136
-1016867473	6.37545E+18	271.4616027	-0.39394132	0.437611222	22.19681931	24.10508728											1.908267975	-100	-100	-100	-100
-1016867470	6.37545E+18	271.6990781	-0.335208519	0.537044764	13.85915565	13.51852989	0.1	-8.4	12.304	12.14	12.168	12.186		11.661	11.651	11.695	-0.340625763	2.208155655	1.691155655	-0.034	-0.044
-1016867469	6.37545E+18	271.7641501	-0.396100432	0.551619351	21.32846069	22.08766937								16.72	16.101	16.87	0.759208679	5.227460693	-100	-0.15	-0.769
-1016867468	6.37545E+18	271.745851	-0.398317778	0.551619351	21.85311699	23.40530777								16.287	16.047	16.518	1.552190781	5.806116989	-100	-0.231	-0.471
-1016867467	6.37545E+18	271.5286966	-0.398245	0.466909885	21.02118301	22.54346657											1.522283554	-100	-100	-100	-100
-1016867466	6.37545E+18	271.4899834	-0.401302847	0.455601901	22.08055878	24.39478683											2.314228058	-100	-100	-100	-100
-1016867464	6.37545E+18	271.4342558	-0.396202491	0.428747296	21.04902649	99	-3.1	-8.2	      	14.804	14.488	14.001		13.807	13.44	13.364	-100	7.609026489	6.561026489	0.443	0.076
-1016867463	6.37545E+18	271.6469625	-0.402878179	0.559232712	21.74447441	24.79247665								16.066	15.847	15.557	3.048002243	5.897474411	-100	0.509	0.29
-1016867462	6.37545E+18	271.6711141	-0.396601704	0.567074001	20.95838737	99	-3	-8.6	15.931	15.006	14.742	14.443		13.193	12.868	12.786	-100	8.090387375	6.216387375	0.407	0.082
-1016867460	6.37545E+18	271.7194011	-0.406048667	0.55561161	22.20018387	99											-100	-100	-100	-100	-100
-1016867457	6.37545E+18	271.4526683	-0.404774771	0.446824402	21.59332848	23.12385941	-5.5	-6.2	16.237	15.422	15.118	14.709		13.407	12.949	12.867	1.53053093	8.644328476	6.475328476	0.54	0.082
-1016867456	6.37545E+18	271.4795737	-0.396973767	0.455601901	18.43434525	20.10749245	-47.2	-76.2	14.346	13.813	13.619	13.479		12.726	12.562	12.481	1.673147202	5.872345245	4.815345245	0.245	0.081
-1016867455	6.37545E+18	271.6533204	-0.404995323	0.559232712	21.75493813	99	-0.6	0.6	16.424	15.465	15.099	14.684		13.32	12.958	12.779	-100	8.796938126	6.655938126	0.541	0.179
-1016867451	6.37545E+18	271.4319361	-0.414815915	0.44386372	21.40909386	23.17617798	-10.3	5.3	17.19	16.282	15.921			14.116	13.621	13.577	1.767084122	7.788093857	5.488093857	0.539	0.044
-1016867448	6.37545E+18	271.6880087	-0.417918923	0.565434933	21.43571091	22.2206459	-5	-30.7	15.729	14.767	14.463	14.079		12.816	12.393	12.317	0.784934998	9.042710907	6.972710907	0.499	0.076
-1016867445	6.37545E+18	271.6966361	-0.409959096	0.565434933	20.49446106	21.99825859	-14.3	-20.3	15.545	14.635	14.311	13.958		12.919	12.583	12.455	1.503797531	7.91146106	6.18346106	0.464	0.128
-1016867443	6.37545E+18	271.6891559	-0.423742259	0.565434933	22.08681488	99	8.1	-11.5	      	      	      			13.358	12.727	12.586	-100	9.35981488	#ЗНАЧ!	0.772	0.141
-1016867442	6.37545E+18	271.7134018	-0.421369367	0.565434933	21.58078384	23.02003479	2.9	-5.6	      	      	      			14.634	14.22	14.038	1.439250946	7.360783844	#ЗНАЧ!	0.596	0.182
-1016867439	6.37545E+18	271.6811064	-0.425491921	0.565434933	21.13448334	99	-3	-9.1	15.869	14.931	14.692	14.265		12.962	12.605	12.477	-100	8.529483337	6.442483337	0.485	0.128
-1016867437	6.37545E+18	271.650077	-0.427855305	0.566698909	21.58763313	24.35818863											2.770555496	-100	-100	-100	-100
-1016867436	6.37545E+18	271.493653	-0.424843456	0.455601901	19.57806396	21.84814072	-4.9	-0.3	14.632	13.895	13.669	13.354		12.132	11.837	11.802	2.270076752	7.741063965	5.909063965	0.33	0.035
-1016867435	6.37545E+18	271.6156573	-0.426134129	0.528618932	21.77161789	99								16.899	16.428	15.625	-100	5.343617889	-100	1.274	0.803
-1016867432	6.37545E+18	271.4432848	-0.431244212	0.44386372	20.90871048	24.65581512	-2.5	-1.6	16.325	15.474	15.143	14.775		13.636	13.289	13.215	3.747104645	7.61971048	5.76571048	0.421	0.074
-1016867431	6.37545E+18	271.5304384	-0.417121137	0.466909885	20.01683426	19.8508091											-0.166025162	-100	-100	-100	-100
-1016867424	6.37545E+18	271.6108659	-0.441379886	0.55737412	21.69155884	99	-1.2	2.4	      	      	      			13.653	13.188	13.038	-100	8.503558838	#ЗНАЧ!	0.615	0.15
-1016867423	6.37545E+18	271.3719788	-0.443207606	0.447064489	21.62958527	22.14991951											0.520334244	-100	-100	-100	-100
-1016867422	6.37545E+18	271.5744923	-0.440131709	0.508231759	21.06484604	22.31009293	-11.6	9.5	14.764	13.79	13.454	12.863		11.787	11.311	11.22	1.245246887	9.753846039	7.610846039	0.567	0.091
-1016867421	6.37545E+18	271.5764068	-0.441898906	0.508231759	21.21785355	23.55527496	97.5	-81.5	14.764	13.79	13.454	12.863		13.067	12.734	12.661	2.337421417	8.483853546	7.763853546	0.406	0.073
-1016867416	6.37545E+18	271.6869388	-0.449718787	0.566698909	21.73482132	24.04212952	-0.2	-5.3	16.469	15.691	15.22	15.025		13.589	13.243	13.059	2.307308197	8.49182132	6.51482132	0.53	0.184
-1016867415	6.37545E+18	271.7346478	-0.449613056	0.567875147	21.65392494	23.77212143											2.118196487	-100	-100	-100	-100
-1016867414	6.37545E+18	271.4732322	-0.446872356	0.472069383	21.27274704	22.26640892	-2.3	-1.4	      	      	      			14.105	13.7	13.595	0.99366188	7.57274704	#ЗНАЧ!	0.51	0.105
-1016867409	6.37545E+18	271.3713285	-0.45034931	0.444969743	19.614851	99	3.6	-20.3	14.388	13.604	13.336	13.032		11.858	11.498	11.406	-100	8.116850998	6.278850998	0.452	0.092
-1016867408	6.37545E+18	271.550893	-0.458705163	0.482267141	21.80572891	24.19107437								16.259	15.895	15.163	2.385345459	5.910728912	-100	1.096	0.732
-1016867407	6.37545E+18	271.7102256	-0.442010818	0.565434933	19.3371563	99	-0.1	1.5	14.757	14.006	13.719			12.192	11.845	11.757	-100	7.492156296	5.618156296	0.435	0.088
-1016867406	6.37545E+18	271.6178123	-0.459680569	0.534241915	21.85962296	24.0520668	-3.2	-1.8	      	      	      			13.42	13.024	12.914	2.192443848	8.835622955	#ЗНАЧ!	0.506	0.11
-1016846600	6.37545E+18	274.8837818	1.901566321	0.752051294	20.38676262	99	6	18.9	15.415	14.422	14.082	13.651		12.36	11.959	11.896	-100	8.427762619	6.304762619	0.464	0.063
-1016846599	6.37545E+18	274.8905321	1.891664653	0.752051294	21.6974411	23.02792358	-1.5	2.8	16.658	15.677	15.279	14.819		13.409	13.088	12.982	1.330482483	8.609441101	6.418441101	0.427	0.106
-1016846598	6.37545E+18	274.9248975	1.889962788	0.750217855	22.07896042	24.31072617	-2.9	0.7	16.901	15.786	15.258	14.764		13.34	12.938	12.818	2.231765747	9.140960419	6.820960419	0.522	0.12
-1016846597	6.37545E+18	274.9539096	1.882103586	0.750217855	21.76979256	22.79804993	1.7	0.5	16.371	15.341	      			13.13	12.677	12.601	1.02825737	9.092792557	#ЗНАЧ!	0.529	0.076
-1016846596	6.37545E+18	275.0688934	1.880700807	0.836683095	19.87817955	99	-3.3	0.3	14.319	13.297	12.949	12.536		11.252	10.962	10.832	-100	8.91617955	6.92917955	0.42	0.13
-1016846595	6.37545E+18	275.2612121	1.897389673	0.828511059	19.65725899	22.35344696	11.1	0.5	14.078	13.081	12.749	12.36		11.099	10.777	10.668	2.696187973	8.880258987	6.908258987	0.431	0.109
-1016846594	6.37545E+18	274.8944946	1.864896168	0.799793482	21.27375603	22.79029655	-13.4	-17.7	16.15	14.942	14.621	14.153		12.773	12.313	12.228	1.516540527	8.960756027	6.652756027	0.545	0.085
-1016846593	6.37545E+18	275.1463201	1.862643385	0.847990036	21.07129478	22.93411827	-3.8	-1.5	14.698	13.491	13.082	12.499		11.02	10.704	10.559	1.862823486	10.36729478	7.989294785	0.461	0.145
-1016846592	6.37545E+18	274.9408683	1.859685146	0.766040325	20.44317627	23.8968544	-10.2	-5.7	14.868	13.76	13.411	12.942		11.591	11.144	11.017	3.453678131	9.29917627	7.03217627	0.574	0.127
-1016846591	6.37545E+18	275.1811223	1.867561569	0.83341527	17.74085426	21.76216888	-1	-9.6	12.48	11.544	11.196	10.808		9.603	9.208	9.1	4.021314621	8.532854263	6.544854263	0.503	0.108
-1016846590	6.37545E+18	275.1323742	1.84669954	0.860286117	20.69646645	22.68117523	-1.6	-2.8	15.06	13.989	13.606	13.143		11.93	11.596	11.402	1.984708786	9.100466446	7.090466446	0.528	0.194
-1016846589	6.37545E+18	274.9639267	1.839710436	0.815164387	21.13230133	23.50566292	-0.1	4.6	15.42	14.29	13.902	13.456		12.094	11.654	11.525	2.373361588	9.478301331	7.230301331	0.569	0.129
-1016846588	6.37545E+18	275.1921451	1.834602302	0.871452332	21.58174133	99											-100	-100	-100	-100	-100
-1016846587	6.37545E+18	274.9595684	1.827401496	0.815164387	19.6963768	22.63949585	-11.8	9	14.331	13.326	13.004	12.583		11.318	10.991	10.868	2.943119049	8.705376801	6.692376801	0.45	0.123
-1016846586	6.37545E+18	274.9011985	1.824999881	0.832092941	21.72115517	99											-100	-100	-100	-100	-100
-1016846585	6.37545E+18	274.9274051	1.800728694	0.894394755	21.39283943	22.0240078	-4.7	-0.8	15.575	14.409	13.991	13.42		11.927	11.573	11.411	0.631168365	9.819839432	7.401839432	0.516	0.162
-1016846584	6.37545E+18	275.101468	1.788569913	0.90689528	22.35913467	99											-100	-100	-100	-100	-100
-1016846583	6.37545E+18	275.0146153	1.78725491	0.939854622	20.72604752	99	-4	-2.4	14.719	13.504	13.051	12.473		11.033	10.607	10.457	-100	10.11904752	7.675047516	0.576	0.15
-1016846582	6.37545E+18	275.0036842	1.77146545	0.939854622	20.89937019	99											-100	-100	-100	-100	-100
-1016846581	6.37545E+18	274.9330922	1.754409384	0.982977211	21.68881226	99	-3.8	-25	14.497	13.46	13.069	12.743		11.497	10.906	10.81	-100	10.78281226	8.619812256	0.687	0.096
-1016846580	6.37545E+18	274.9923059	1.746362472	0.955460489	21.07395744	99	23.8	6	14.857	13.581	13.122	12.533		11.207	10.82	10.623	-100	10.25395744	7.951957443	0.584	0.197
-1016846579	6.37545E+18	275.083627	1.781540177	0.90689528	16.98875046	22.01126671	-58.8	-22.5	12.518	11.766	11.551	11.308		10.289	9.925	9.868	5.022516251	7.063750458	5.437750458	0.421	0.057
-1016846578	6.37545E+18	274.9651131	1.737196499	0.982977211	16.01732826	18.88162422	2.7	-2.5	11.379	10.661	10.461	10.19		9.148	8.977	8.786	2.864295959	7.040328262	5.556328262	0.362	0.191
-1016846259	6.37545E+18	274.7432038	1.974201338	0.762995124	21.73385048	23.47522736	-0.9	1.8	16.481	15.556	15.331			13.817	13.579	13.458	1.741376877	8.154850479	6.402850479	0.359	0.121
-1016846235	6.37545E+18	274.5332209	1.933945653	0.725831866	21.97564888	99	-4	4.4	16.936	15.706	15.282	14.738		13.194	12.793	12.646	-100	9.18264888	6.69364888	0.548	0.147
-1016846229	6.37545E+18	274.7107735	1.999078646	0.723815084	22.42103195	99								15.213	14.575	14.364	-100	7.846031952	-100	0.849	0.211
-1016846228	6.37545E+18	274.6880421	1.907047269	0.795947015	22.15655327	27.65662003											5.500066757	-100	-100	-100	-100
-1016846224	6.37545E+18	274.5651048	1.912165359	0.732490122	21.210289	24.38512611	-3.7	-10.5	16.018	14.937	      	14.361		13.021	12.647	12.517	3.174837112	8.563289001	#ЗНАЧ!	0.504	0.13
-1016846221	6.37545E+18	274.6795847	1.92109095	0.74962616	22.26934433	23.28992844											1.020584106	-100	-100	-100	-100
-1016846219	6.37545E+18	274.5914209	1.932586259	0.726135552	22.465065	24.89165497	1.5	0.1	17.303	16.115	15.66	15.259		13.603	13.15	13.018	2.426589966	9.315065002	6.805065002	0.585	0.132
-1016846218	6.37545E+18	274.5794055	1.935029364	0.726135552	22.3959198	99	1.2	1.4	      	      	      			13.991	13.579	13.434	-100	8.8169198	#ЗНАЧ!	0.557	0.145
-1016846217	6.37545E+18	274.6968303	1.94720863	0.763814867	19.77559662	99	-3.4	-4.4	14.244	13.303	12.998	12.647		11.461	11.096	10.978	-100	8.679596619	6.777596619	0.483	0.118
-1016846207	6.37545E+18	274.6896147	1.909956055	0.795947015	21.93679237	23.0668354	-0.3	-14.8	16.299	15.357	15.013	14.594		13.256	12.851	12.774	1.13004303	9.085792374	6.923792374	0.482	0.077
-1016846203	6.37545E+18	274.6695749	1.984004383	0.727272451	21.70565605	23.95996094	5.8	6.4	16.074	14.899	14.543	14.002		12.652	12.254	12.111	2.254304886	9.451656052	7.162656052	0.541	0.143
-1016846202	6.37545E+18	274.655062	1.949061216	0.74962616	19.85803413	99	-0.4	0.7	14.848	13.912	13.617	13.319		12.046	11.696	11.634	-100	8.162034134	6.241034134	0.412	0.062
-1016846201	6.37545E+18	274.5969552	1.926311767	0.728097796	21.16698074	24.40876198	-0.5	-5.6	      	      	      			13.068	12.686	12.592	3.241781235	8.480980743	#ЗНАЧ!	0.476	0.094
-1016846193	6.37545E+18	274.7544211	1.911279514	0.80347842	19.62015343	22.7563839	-20.9	26.5	14.529	13.589	13.255	12.915		11.608	11.11	11.039	3.136230469	8.510153427	6.365153427	0.569	0.071
-1016846187	6.37545E+18	274.5914866	1.904242713	0.728097796	17.19021988	23.12061691	13.3	-5.6	12.601	11.822	11.611	11.362		10.254	10.052	9.953	5.930397034	7.138219879	5.579219879	0.301	0.099
-1016846186	6.37545E+18	274.6613513	1.889775206	0.762891352	21.76603889	24.21234703	-6.3	8.6	15.8	14.681	14.273	13.827		12.383	12.011	11.863	2.446308136	9.755038895	7.493038895	0.52	0.148
-1016846185	6.37545E+18	274.7605753	1.880715717	0.824061751	22.48810196	23.66317368											1.175071716	-100	-100	-100	-100
-1016846176	6.37545E+18	274.5330027	1.874469077	0.740317106	20.89037704	99	-3.1	0.6	15.699	14.709	14.377	14.002		12.629	12.305	12.199	-100	8.585377045	6.513377045	0.43	0.106
-1016846173	6.37545E+18	274.7386017	1.871451504	0.821782112	21.96937752	24.11705017											2.147672653	-100	-100	-100	-100
-1016846171	6.37545E+18	274.8601658	1.870045024	0.799793482	20.07300568	24.56555367	5.6	-31.1	14.475	13.517	13.216	12.919		11.673	11.271	11.144	4.492547989	8.802005676	6.857005676	0.529	0.127
-1016846169	6.37545E+18	274.7498133	1.860608163	0.821782112	20.00237656	23.46406937	-0.6	-0.8	14.479	13.391	13.029	12.596		11.18	10.847	10.722	3.46169281	9.155376556	6.973376556	0.458	0.125
-1016846167	6.37545E+18	274.7169619	1.85381112	0.810986519	19.22681427	23.17333221	-9.3	-6.5	13.643	12.808	12.573	12.409		11.314	10.973	10.862	3.946517944	8.25381427	6.65381427	0.452	0.111
-1016846165	6.37545E+18	274.7463401	1.841284034	0.846823454	20.81582451	99	4.4	-2.5	14.728	13.663	13.297	12.901		11.511	11.112	11.012	-100	9.703824509	7.518824509	0.499	0.1
-1016846164	6.37545E+18	274.5295394	1.845412726	0.755634308	18.13699341	22.87098694	-6.9	10.2	12.768	11.906	11.686	11.472		10.365	9.974	9.884	4.73399353	8.162993408	6.450993408	0.481	0.09
-1016846160	6.37545E+18	274.6542227	1.830721334	0.752394676	21.75758743	22.99376678											1.236179352	-100	-100	-100	-100
-1016846147	6.37545E+18	274.5761436	1.817808202	0.748753607	21.66174507	23.789608	1.3	-10	15.659	14.534	14.178	13.757		12.402	12.039	11.926	2.12786293	9.622745071	7.483745071	0.476	0.113
-1016846146	6.37545E+18	274.549573	1.810935748	0.758099079	22.17476082	25.54387665											3.369115829	-100	-100	-100	-100
-1016846145	6.37545E+18	274.8502867	1.8170741	0.876871884	18.90057564	99	1.1	13.2	13.314	12.33	12.003	11.593		10.402	10.106	9.961	-100	8.794575638	6.897575638	0.441	0.145
-1016846144	6.37545E+18	274.5944216	1.799768492	0.76319313	21.41760445	99	-3.4	-0.4	15.573	14.269	13.857	13.439		12.017	11.571	11.452	-100	9.846604446	7.560604446	0.565	0.119
-1016846141	6.37545E+18	274.5573602	1.797352315	0.758099079	20.80287743	21.2943058											0.491428375	-100	-100	-100	-100
-1016846138	6.37545E+18	274.8760229	1.794144174	0.927916169	21.70161819	22.73433304	-0.3	11.6	16.063	14.917	14.554	14.089		12.639	12.217	12.171	1.032714844	9.484618195	7.147618195	0.468	0.046
-1016846135	6.37545E+18	274.5902883	1.821029393	0.748753607	16.73398399	17.93340492	-1.4	-0.6	13.024	12.485	12.399	12.275		11.294	11.191	11.122	1.199420929	5.542983994	4.334983994	0.172	0.069
-1016846134	6.37545E+18	274.6106985	1.792682647	0.76319313	19.85034752	22.47780228	-8.7	-17.7	14.545	13.586	13.247	12.857		11.539	11.163	11.024	2.627454758	8.687347519	6.603347519	0.515	0.139
-1016846130	6.37545E+18	274.7389552	1.767060954	0.852894127	21.24268913	99	0.9	-1.4	15.743	14.714	14.38	13.861		12.525	12.23	12.089	-100	9.012689133	6.862689133	0.436	0.141
-1016846116	6.37545E+18	274.6568231	1.748041049	0.796809077	19.54258537	99	0.9	-16.4	13.422	12.376	12.045	11.747		10.471	10.032	9.92	-100	9.510585373	7.497585373	0.551	0.112
-1016846115	6.37545E+18	274.6867728	1.739968527	0.796809077	22.19842911	99	3.5	10.9	17.192	15.88	15.338	14.945		13.568	13.14	12.934	-100	9.058429108	6.860429108	0.634	0.206
-1016846113	6.37545E+18	274.8979676	1.742722729	0.995734751	21.40540123	99	-3.1	-8.1	15.963	14.755	14.288	13.763		12.278	11.812	11.741	-100	9.59340123	7.11740123	0.537	0.071
-1016846111	6.37545E+18	274.5693951	1.80529013	0.758099079	15.83665752	17.48540115	3.5	-2.6	11.873	11.283	11.151	10.982		9.988	9.851	9.728	1.648743629	5.985657524	4.685657524	0.26	0.123
-1016846108	6.37545E+18	274.60397	1.733318126	0.794093788	20.69757843	22.87597275	-12.2	-2	14.918	13.847	13.459	13.014		11.674	11.331	11.215	2.178394318	9.36657843	7.23857843	0.459	0.116
-1016846107	6.37545E+18	274.805901	1.754088744	0.913464546	18.18795013	23.08129311	3.6	-50.3	12.568	11.665	11.392	11.162		10.085	9.646	9.562	4.893342972	8.541950134	6.795950134	0.523	0.084
-1016846104	6.37545E+18	274.6578723	1.721922214	0.828754127	21.93543243	24.10752487	-1.9	7.7	15.855	14.586	14.014			12.27	11.921	11.758	2.172092438	10.01443243	7.921432434	0.512	0.163
-1016846101	6.37545E+18	274.8894975	1.720598948	0.983447373	19.14717102	23.56142044	-8.6	-5	13.378	12.285	11.898	11.408		10.107	9.75	9.595	4.41424942	9.397171021	7.249171021	0.512	0.155
-1016846097	6.37545E+18	274.6249484	1.696725019	0.827955544	21.25127029	99	9	-6.1	14.676	13.558	13.156	12.729		11.389	10.932	10.773	-100	10.31927029	8.095270294	0.616	0.159
-1016846094	6.37545E+18	274.7657389	1.689966226	0.91715014	22.18441391	23.60600281											1.421588898	-100	-100	-100	-100
-1016846092	6.37545E+18	274.8463066	1.716084414	0.961607575	16.08213806	20.59199715	2.8	0.8	11.121	10.325	10.078	9.797		8.754	8.465	8.389	4.509859085	7.617138062	6.004138062	0.365	0.076
-1016846088	6.37545E+18	274.8074933	1.675194674	0.987749457	21.04677963	25.45161629	-5.7	-8.2	15.285	14.175	13.762	13.284		11.855	11.491	11.38	4.404836655	9.555779633	7.284779633	0.475	0.111
-1016846087	6.37545E+18	274.65547	1.676131639	0.876918793	20.24213791	25.34960175	4.9	-6.1	14.643	13.593	13.265	12.847		11.566	11.236	11.109	5.107463837	9.006137909	6.977137909	0.457	0.127
-1016846085	6.37545E+18	274.9316527	1.67000344	1.028423786	22.02244949	26.07372093	-1	4.2	15.133	13.773	13.235	12.572		11.011	10.529	10.387	4.051271439	11.49344949	8.787449493	0.624	0.142
-1016846084	6.37545E+18	274.6411148	1.669967354	0.876918793	21.14758682	24.39897537	-2.9	-0.3	15.558	14.537	14.195	13.8		12.435	12.132	12.004	3.25138855	9.015586823	6.952586823	0.431	0.128
-1016846080	6.37545E+18	274.6343475	1.660847317	0.86202842	21.00683403	22.41963768	-14.7	-10.5	14.93	13.921	13.552	13.166		11.803	11.444	11.3	1.41280365	9.56283403	7.45483403	0.503	0.144
-1016846079	6.37545E+18	274.733252	1.655630601	0.960755765	21.87059975	99	2.4	-0.8	16.937	15.67	15.264	14.997		13.285	12.764	12.628	-100	9.106599747	6.606599747	0.657	0.136
-1016846077	6.37545E+18	274.6181706	1.660005356	0.86202842	18.8818779	23.75485802	-4.1	1.5	13.905	13.106	12.889	12.629		11.481	11.284	11.165	4.872980118	7.597877899	5.992877899	0.316	0.119
-1016846075	6.37545E+18	274.5285145	1.652381124	0.806535125	21.46038246	22.87922668	-14.4	-48.5	15.493	14.305	13.934	13.489		11.933	11.492	11.366	1.418844223	9.968382462	7.526382462	0.567	0.126
-1016846074	6.37545E+18	274.6172177	1.654589124	0.86202842	21.45710564	22.34026718	-2.7	9.2	      	      	      			13.063	12.67	12.543	0.883161545	8.787105637	#ЗНАЧ!	0.52	0.127
-1016846072	6.37545E+18	274.8411433	1.658966762	0.987749457	18.57235527	22.7277317	-10.1	-11	13.248	12.247	11.901	11.478		10.169	9.854	9.754	4.155376434	8.71835527	6.67135527	0.415	0.1
-1016846069	6.37545E+18	274.5364985	1.650458838	0.833133817	19.0043602	22.53516197	0.1	4	13.44	12.397	12.052	11.698		10.322	9.968	9.822	3.530801773	9.036360199	6.952360199	0.5	0.146
-1016846068	6.37545E+18	274.6980209	1.635653236	0.92205596	22.38593674	25.19062042											2.804683685	-100	-100	-100	-100
-1016846061	6.37545E+18	274.5984971	1.615995094	0.887047708	21.18791962	25.69787216	-3.5	-0.8	16.06	14.892	14.488	13.962		12.538	12.232	12.111	4.509952545	8.955919617	6.699919617	0.427	0.121
-1016846060	6.37545E+18	274.8340212	1.617014309	1.005800128	19.62804222	99	-2	-7.2	11.827	10.292	9.722	9.046		7.322	6.719	6.507	-100	12.90904222	9.906042221	0.815	0.212
-1016846056	6.37545E+18	274.7624059	1.60858905	0.97228837	22.16238403	99	4.2	5.5	15.705	14.336	13.848	13.181		11.585	11.1	10.974	-100	11.06238403	8.314384033	0.611	0.126
-1016846055	6.37545E+18	274.8225269	1.618783933	1.005800128	17.96944809	22.33497429	-3.4	-7.9	12.864	12.123	11.93	11.776		10.788	10.498	10.441	4.365526199	7.47144809	6.03944809	0.347	0.057
-1016866190	6.37545E+18	270.644537	-0.862979004	0.565010071	21.80854225	24.27702141											2.468479156	-100	-100	-100	-100
-1016866186	6.37545E+18	270.4338773	-0.710698227	0.560771227	21.35713196	22.97105217	-15.9	-4.5	16.078	15.07	14.703	14.261		12.89	12.44	12.371	1.613920212	8.917131958	6.654131958	0.519	0.069
-1016866184	6.37545E+18	270.2682742	-0.780318402	0.484825432	21.51697922	25.29229164	23.8	2.9	15.206	14.162	13.805	13.366		12.106	11.678	11.531	3.775312424	9.838979218	7.711979218	0.575	0.147
-1016866181	6.37545E+18	270.642051	-0.784262866	0.579134941	21.57956314	21.84062386											0.261060715	-100	-100	-100	-100
-1016866180	6.37545E+18	270.6739045	-0.83425157	0.566175818	21.71589661	99	-0.4	-6.1	16.119	15.32	14.891	14.546		13.116	12.689	12.62	-100	9.026896606	6.824896606	0.496	0.069
-1016866179	6.37545E+18	270.2222823	-0.838486535	0.470766157	19.65024185	99	6.8	1.7	15.019	14.305	14.096	13.847		12.818	12.567	12.475	-100	7.083241852	5.554241852	0.343	0.092
-1016866177	6.37545E+18	270.5706228	-0.790653096	0.575681508	18.17858315	21.36418343	0.5	-2.7	13.686	13.016	12.817	12.608		11.459	11.239	11.105	3.185600281	6.939583145	5.361583145	0.354	0.134
