casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag		Jmag	Hmag	Kmag					
							mas/yr	mas/yr	mag	mag	mag	mag		mag	mag	mag					
							--------	--------	------	------	------	------		------	------	------	FUV-NUV	NUV-H	NUV-R	J-K	H-K
-1016829411	2.56522E+18	277.9455745	0.61185706	2.143199921	22.66205597	99											-100	-100	-100	-100	-100
-1016829409	2.56522E+18	277.6334261	0.606966004	2.384284258	23.03136444	23.91278458											0.881420135	-100	-100	-100	-100
-1016829408	2.56522E+18	277.3491844	0.601910474	2.620738506	22.42672729	23.30291748											0.876190186	-100	-100	-100	-100
-1016829406	2.56522E+18	277.8049233	0.596701718	2.24601388	22.64910126	23.91342163											1.264320374	-100	-100	-100	-100
-1016829405	2.56522E+18	277.3059915	0.588798093	2.509523869	21.5271225	25.44970131	-6.8	-44.9	14.481	13.085	12.467	11.561		9.892	9.28	9.059	3.922578812	12.2471225	9.060122498	0.833	0.221
-1016829404	2.56522E+18	277.3474552	0.586528162	2.620738506	22.76951027	99											-100	-100	-100	-100	-100
-1016829403	2.56522E+18	277.7524806	0.586388767	2.256994009	22.165308	99											-100	-100	-100	-100	-100
-1016829402	2.56522E+18	277.768161	0.625736042	2.312114477	16.09519577	22.93657875	32	6.3	11.675	11.053	10.895	10.717		9.851	9.535	9.467	6.84138298	6.56019577	5.20019577	0.384	0.068
-1016829398	2.56522E+18	277.4609335	0.585863478	2.710466146	17.76031876	22.24585342	10.7	-15.5	12.446	11.679	11.429	11.237		10.222	9.846	9.777	4.485534668	7.914318756	6.331318756	0.445	0.069
-1016829397	2.56522E+18	277.8128223	0.552401074	2.235223532	22.73919106	99											-100	-100	-100	-100	-100
-1016829396	2.56522E+18	278.1352255	0.602133077	2.091684103	15.55721474	19.7618866	1.9	-1.2	10.427	9.919	      	8.722		7.517	7.048	6.925	4.20467186	8.509214737	#ЗНАЧ!	0.592	0.123
-1016829395	2.56522E+18	277.7359229	0.550528557	2.246535063	22.43836784	24.28619385											1.847826004	-100	-100	-100	-100
-1016829394	2.56522E+18	277.3004166	0.546636443	2.416115999	22.69128799	25.46866798											2.77737999	-100	-100	-100	-100
-1016829393	2.56522E+18	278.0417282	0.546649942	2.150969028	22.59777832	22.66006279											0.06228447	-100	-100	-100	-100
-1016829392	2.56522E+18	277.5838506	0.544581023	2.296106577	22.57224655	99											-100	-100	-100	-100	-100
-1016829391	2.56522E+18	277.564578	0.529665499	2.336959839	22.99524307	99											-100	-100	-100	-100	-100
-1016829390	2.56522E+18	277.8606747	0.527969362	2.193505049	22.87106514	99											-100	-100	-100	-100	-100
-1016829389	2.56522E+18	277.7012602	0.526878718	2.277344942	22.84585571	99											-100	-100	-100	-100	-100
-1016829388	2.56522E+18	277.8835793	0.519018102	2.193505049	20.70157051	23.80547333	-8.2	-33.2	15.151	14.141	13.769	13.392		12.032	11.499	11.383	3.103902817	9.202570511	6.932570511	0.649	0.116
-1016829387	2.56522E+18	278.0441914	0.513667784	2.088339329	22.83728981	24.00963593											1.172346115	-100	-100	-100	-100
-1016829386	2.56522E+18	277.4460255	0.533919543	2.56993413	17.04534721	99	-13.8	-5.6	11.8	11.068	10.835	10.616		9.604	9.283	9.194	-100	7.762347214	6.210347214	0.41	0.089
-1016829385	2.56522E+18	277.6126722	0.511074443	2.296106577	22.81904793	99											-100	-100	-100	-100	-100
-1016829384	2.56522E+18	278.0424129	0.5306473	2.065168381	17.81738853	99	-3.6	0.2	12.911	12.199	11.962	11.768		10.799	10.521	10.46	-100	7.296388535	5.855388535	0.339	0.061
-1016829383	2.56522E+18	277.5713947	0.521144685	2.336959839	22.05120468	23.60452652	-6.2	0.2	15.143	13.509	12.809	11.791		9.623	9.156	8.838	1.553321838	12.89520468	9.242204681	0.785	0.318
-1016829382	2.56522E+18	277.8609511	0.508107998	2.213805199	23.08565521	99											-100	-100	-100	-100	-100
-1016829380	2.56522E+18	277.3719712	0.500183841	2.43676734	22.97820663	99											-100	-100	-100	-100	-100
-1016829379	2.56522E+18	278.1710803	0.578124874	2.092164993	14.25488281	17.48434448	21.3	1	9.328	8.834	      			7.829	7.641	7.571	3.22946167	6.613882813	#ЗНАЧ!	0.258	0.07
-1016829378	2.56522E+18	278.1700217	0.53485964	2.030273438	16.82136726	21.54571152	-13.4	1.4	12.413	11.801	11.638	11.476		10.506	10.231	10.114	4.724344254	6.590367264	5.183367264	0.392	0.117
-1016829401	2.56522E+18	277.2382666	0.576525603	2.413963795	22.52867889	99											-100	-100	-100	-100	-100
-1016829344	2.56522E+18	277.1812018	0.408483023	2.298948765	21.98929977	99											-100	-100	-100	-100	-100
-1016829334	2.56522E+18	277.2733446	0.440338593	2.353553772	15.87706375	20.52500916	76.7	-3.1	10.082	9.575	9.255	8.27		7.274	6.887	6.781	4.647945404	8.990063751	6.622063751	0.493	0.106
-1016829332	2.56522E+18	277.2741122	0.375765214	2.300159931	19.87109375	22.39035988	5.3	-5.3	14.592	13.488	13.068	12.349		10.496	9.995	9.782	2.519266129	9.87609375	6.80309375	0.714	0.213
-1016829318	2.56522E+18	277.2238562	0.337594018	2.326439142	22.89244843	25.22582817											2.333379745	-100	-100	-100	-100
-1016829310	2.56522E+18	277.2674431	0.337242631	2.32004118	20.0242424	22.4195919	5.7	-5.9	14.423	13.184	12.655	11.922		10.064	9.569	9.388	2.395349503	10.4552424	7.369242401	0.676	0.181
-1016829301	2.56522E+18	277.2136733	0.311401121	2.393092871	22.49852562	23.24189377											0.743368149	-100	-100	-100	-100
-1016829292	2.56522E+18	277.2574399	0.283694712	2.393092871	22.48517036	99											-100	-100	-100	-100	-100
-1016829287	2.56522E+18	277.2069126	0.272016727	2.387064457	22.23646545	22.93396187											0.697496414	-100	-100	-100	-100
-1016829277	2.56522E+18	277.1761802	0.247681404	2.463871479	22.64154053	99								16.697	15.356	14.993	-100	7.285540527	-100	1.704	0.363
-1016829276	2.56522E+18	277.2677212	0.24461937	2.493620872	20.87729263	23.92653656	-14.6	-17.9	14.544	13.547	13.216	12.864		11.599	11.225	11.043	3.049243927	9.652292633	7.661292633	0.556	0.182
-1016829257	2.56522E+18	277.2519303	0.161521722	2.7992208	22.59486771	99											-100	-100	-100	-100	-100
-1016829254	2.56522E+18	277.2147047	0.147737864	2.777490377	21.05509377	21.54126358											0.486169815	-100	-100	-100	-100
-1016829253	2.56522E+18	277.2453774	0.145838473	2.768016815	22.8593483	99											-100	-100	-100	-100	-100
-1016829251	2.56522E+18	277.1880966	0.14443609	2.777490377	21.05439186	21.39399338											0.339601517	-100	-100	-100	-100
-1016829249	2.56522E+18	277.1778379	0.127084351	2.65737009	21.89636993	99											-100	-100	-100	-100	-100
-1016829248	2.56522E+18	277.2002976	0.126726643	2.65737009	22.70571709	99											-100	-100	-100	-100	-100
-1016829247	2.56522E+18	277.2000714	0.121669305	2.65737009	22.44548988	25.89628983											3.450799942	-100	-100	-100	-100
-1016829240	2.56522E+18	277.1992522	0.144586824	2.777490377	16.82648468	17.79054832	2.9	-9.4	13.275	12.244	11.795	11.198		8.673	7.435	6.321	0.964063644	9.39148468	5.03148468	2.352	1.114
-1016829234	2.56522E+18	277.2096465	0.067398654	2.428845167	22.7524128	22.99211693											0.239704132	-100	-100	-100	-100
-1016829229	2.56522E+18	277.2239274	0.04307986	2.398338795	22.95063019	99											-100	-100	-100	-100	-100
-1016829219	2.56522E+18	277.2935391	0.007758949	2.405849695	22.87561989	99											-100	-100	-100	-100	-100
-1016829214	2.56522E+18	277.2248653	-0.004578353	2.280813932	22.94849777	99											-100	-100	-100	-100	-100
-1016868505	6.37545E+18	271.0741617	-0.690589735	0.481578767	21.97614479	23.72158432								16.488	16.292	15.972	1.745439529	5.684144791	-100	0.516	0.32
-1016868504	6.37545E+18	271.0505083	-0.680796452	0.479273856	19.85590744	99	-1.5	-0.3	15.198	14.492	14.265	13.937		12.624	12.355	12.23	-100	7.50090744	5.59090744	0.394	0.125
-1016868499	6.37545E+18	271.0695833	-0.698002157	0.500750661	19.41029739	99	-2.2	1.8	14.418	13.653	13.402	13.092		11.81	11.486	11.405	-100	7.924297394	6.008297394	0.405	0.081
-1016868498	6.37545E+18	270.9786236	-0.708482554	0.471994281	21.13561821	99	3.5	1.3	15.111	14.145	13.824	13.457		12.04	11.613	11.488	-100	9.52261821	7.31161821	0.552	0.125
-1016868497	6.37545E+18	270.9734518	-0.689646692	0.477292866	20.97572136	99	-6.7	-18.7	15.143	14.198	13.865	13.474		12.227	11.872	11.685	-100	9.103721359	7.110721359	0.542	0.187
-1016868492	6.37545E+18	271.0276569	-0.72476339	0.48831895	21.29282761	99	-7.2	-5.5	16.287	15.302	      	14.364		13.034	12.599	12.478	-100	8.693827606	#ЗНАЧ!	0.556	0.121
-1016868491	6.37545E+18	271.2271906	-0.716484471	0.524651766	22.00717163	99	1	-3.7	      	      	      			14.636	14.197	14.015	-100	7.810171631	#ЗНАЧ!	0.621	0.182
-1016868486	6.37545E+18	270.9911787	-0.732435124	0.479298472	21.78560257	99											-100	-100	-100	-100	-100
-1016868485	6.37545E+18	271.1145006	-0.73160287	0.524780214	21.78709221	22.44794464											0.660852432	-100	-100	-100	-100
-1016868484	6.37545E+18	271.1115801	-0.739755669	0.523332477	21.84382439	99	4	-0.7	16.322	15.287	14.985	14.747		12.995	12.568	12.466	-100	9.275824387	6.858824387	0.529	0.102
-1016868482	6.37545E+18	271.2074557	-0.733816517	0.55230552	19.07411003	22.235075	10.3	-15.7	14.392	13.686	13.411	13.047		11.823	11.512	11.401	3.160964966	7.562110031	5.663110031	0.422	0.111
-1016868481	6.37545E+18	271.0540697	-0.743695538	0.48831895	21.70841217	25.25029373											3.541881561	-100	-100	-100	-100
-1016868479	6.37545E+18	271.071554	-0.741747763	0.523332477	20.42947578	99	4.1	-1.5	15.295	14.463	14.105	13.807		12.335	12	11.92	-100	8.429475784	6.324475784	0.415	0.08
-1016868478	6.37545E+18	271.283676	-0.742618855	0.556843758	20.07051086	99	1.5	-20	14.726	13.824	13.481	13.046		11.678	11.289	11.104	-100	8.781510864	6.589510864	0.574	0.185
-1016868474	6.37545E+18	271.121285	-0.743378289	0.524780214	19.19445038	20.86774445	1.1	-3.1	14.711	14.068	13.81	13.624		12.298	12.061	11.993	1.673294067	7.133450378	5.384450378	0.305	0.068
-1016868473	6.37545E+18	271.1448222	-0.749555173	0.524780214	20.99600601	21.00473976								15.579	15.134	14.821	0.008733749	5.862006012	-100	0.758	0.313
-1016868472	6.37545E+18	271.2927966	-0.747756698	0.583199263	19.50047112	22.31622696	-4.7	-24.6	14.191	13.297	12.972	12.614		11.24	10.792	10.69	2.815755844	8.708471115	6.528471115	0.55	0.102
-1016868470	6.37545E+18	271.2715715	-0.758099643	0.583199263	21.91385651	24.67980576											2.765949249	-100	-100	-100	-100
-1016868466	6.37545E+18	271.1369961	-0.754255027	0.524780214	20.40489578	22.57904243	-5.2	4.7	15.335	14.474	14.211	13.743		12.411	12.086	11.968	2.174146652	8.318895782	6.193895782	0.443	0.118
-1016868464	6.37545E+18	271.1488626	-0.764852785	0.554913521	21.12127686	23.91250038	-2.1	-3.9	15.615	14.674	14.393	13.921		12.459	12.109	11.93	2.791223526	9.012276855	6.728276855	0.529	0.179
-1016868462	6.37545E+18	271.3057255	-0.775132369	0.583199263	21.53470612	22.06811333	11.2	-14.7	      	      	      			12.004	11.628	11.508	0.533407211	9.906706116	#ЗНАЧ!	0.496	0.12
-1016868461	6.37545E+18	271.2707896	-0.779551037	0.583566427	21.77392006	99											-100	-100	-100	-100	-100
-1016868460	6.37545E+18	271.2521287	-0.782095914	0.583566427	22.09087753	99											-100	-100	-100	-100	-100
-1016868459	6.37545E+18	271.3089335	-0.77784587	0.583199263	20.59468651	21.81245041	-55.2	-13.5	      	      	      			12.683	12.284	12.202	1.217763901	8.310686508	#ЗНАЧ!	0.481	0.082
-1016868458	6.37545E+18	271.1089136	-0.778583806	0.549028993	20.29265213	99	-4.1	-0.2	15.446	14.539	14.279	13.925		12.419	12.034	11.956	-100	8.25865213	6.01365213	0.463	0.078
-1016868457	6.37545E+18	271.0802439	-0.788243233	0.542547643	21.59642029	25.66141129											4.064990997	-100	-100	-100	-100
-1016868454	6.37545E+18	271.1764468	-0.794814767	0.573446572	21.92703629	99											-100	-100	-100	-100	-100
-1016868453	6.37545E+18	271.142442	-0.768539674	0.554913521	19.98651886	99	-4.4	-6.5	14.573	13.682	13.314	12.919		11.448	11.108	10.928	-100	8.87851886	6.67251886	0.52	0.18
-1016868451	6.37545E+18	271.2623878	-0.766068665	0.583566427	17.19002914	99	-120.4	-15.4	12.523	11.874	11.626	11.442		10.279	9.835	9.761	-100	7.355029144	5.564029144	0.518	0.074
-1016868448	6.37545E+18	271.2628429	-0.795923554	0.573908746	21.16405487	99	-9.4	3.8	16.078	15.204	14.97	14.526		13.08	12.662	12.569	-100	8.502054871	6.194054871	0.511	0.093
-1016868445	6.37545E+18	271.0854892	-0.810173272	0.524793625	21.66778564	22.04080391	-5	-4.4	16.493	15.374	      			13.289	12.937	12.857	0.373018265	8.730785645	#ЗНАЧ!	0.432	0.08
-1016868443	6.37545E+18	271.1219933	-0.788497543	0.549028993	16.81715202	99	-14.7	-7.7	11.79	11.101	10.955	10.664		9.526	9.177	9.155	-100	7.640152023	5.862152023	0.371	0.022
-1016868440	6.37545E+18	271.0684595	-0.818549273	0.524793625	20.86097717	22.50107002	-7.2	-8.2	15.106	14.232	13.969	13.616		12.265	11.871	11.785	1.64009285	8.989977173	6.891977173	0.48	0.086
-1016868438	6.37545E+18	271.1957587	-0.829504024	0.565218091	21.80535316	23.30470848											1.499355316	-100	-100	-100	-100
-1016868436	6.37545E+18	271.1608564	-0.836643662	0.560164988	21.78862381	99	-0.9	5.8	16.647	15.79	15.411	15.023		13.564	13.279	13.116	-100	8.50962381	6.37762381	0.448	0.163
-1016868435	6.37545E+18	271.1911571	-0.834550714	0.574078441	20.59160042	99	-11.4	-7.5	14.963	13.859	      			11.878	11.525	11.36	-100	9.066600418	#ЗНАЧ!	0.518	0.165
-1016868434	6.37545E+18	270.988841	-0.839712705	0.523617208	21.22813797	24.76109886	        	        	13.618	12.554	12.155	11.744		10.31	9.784	9.623	3.532960892	11.44413797	9.07313797	0.687	0.161
-1016868433	6.37545E+18	271.3208797	-0.829538251	0.638326108	21.59223175	99	-98.9	-83	15.368	14.387	13.997	13.588		12.231	11.704	11.571	-100	9.88823175	7.59523175	0.66	0.133
-1016868432	6.37545E+18	271.0233489	-0.846385564	0.523617208	21.69752693	24.83535957											3.137832642	-100	-100	-100	-100
-1016868431	6.37545E+18	271.0519645	-0.848369914	0.54770869	21.45063972	99	-6.9	8.9	16.167	15.308	      			12.873	12.512	12.355	-100	8.938639725	#ЗНАЧ!	0.518	0.157
-1016868429	6.37545E+18	271.2467166	-0.851762757	0.581378222	21.3765831	99	-5.4	-10.7	15.851	15.057	14.715			12.999	12.638	12.544	-100	8.738583099	6.661583099	0.455	0.094
-1016868428	6.37545E+18	271.1098021	-0.851911168	0.54746598	19.52365303	22.43099785	-1.9	3.9	14.774	14.162	14.132	13.77		12.548	12.347	12.323	2.907344818	7.17665303	5.39165303	0.225	0.024
-1016868427	6.37545E+18	271.1214031	-0.827915203	0.560164988	18.04866409	23.25892448	-10.7	-17.6	13.059	12.373	12.136	11.828		10.671	10.33	10.261	5.210260391	7.718664093	5.912664093	0.41	0.069
-1016868425	6.37545E+18	271.0812059	-0.860125718	0.54770869	20.22929192	99	2.5	2.5	15.311	14.561	14.337	13.95		12.693	12.402	12.315	-100	7.827291916	5.892291916	0.378	0.087
-1016868424	6.37545E+18	271.2185059	-0.780800432	0.573908746	14.36064339	14.79429531	3	0.9	10.881	10.57	10.598	10.515		9.687	9.581	9.507	0.433651924	4.779643387	3.762643387	0.18	0.074
-1016868423	6.37545E+18	271.1734843	-0.864064393	0.564662397	20.13245392	19.98127556	-4.9	-1.8	16.499	15.875	15.729	15.541		14.886	14.75	14.518	-0.15117836	5.382453918	4.403453918	0.368	0.232
-1016868422	6.37545E+18	271.050055	-0.88213227	0.533997178	21.86708832	99	0.5	-0.9	16.635	15.658	15.227	14.764		13.297	12.907	12.812	-100	8.960088318	6.640088318	0.485	0.095
-1016868420	6.37545E+18	271.1682938	-0.893077432	0.565853655	21.18395996	99	6.5	1	15.624	14.46	      			12.399	11.958	11.829	-100	9.225959961	#ЗНАЧ!	0.57	0.129
-1016868419	6.37545E+18	271.028134	-0.89418233	0.533280015	20.73033524	22.60022545	-3.7	-3.3	13.92	12.527	12.033	11.371		9.526	8.872	8.699	1.869890213	11.85833524	8.697335236	0.827	0.173
-1016868417	6.37545E+18	271.0464853	-0.900136172	0.543847203	21.2965641	20.85794067								15.099	14.442	14.301	-0.438623428	6.854564102	-100	0.798	0.141
-1016868416	6.37545E+18	271.0030423	-0.89890551	0.533280015	20.85718536	22.03222656	-0.4	8.7	      	14.637	14.44	13.841		12.515	12.157	12.024	1.175041199	8.700185364	6.417185364	0.491	0.133
-1016868415	6.37545E+18	271.1133172	-0.914498891	0.561951637	20.77824211	99	1.4	-3.5	15.364	14.439	14.083			12.288	11.897	11.813	-100	8.881242111	6.695242111	0.475	0.084
-1016868413	6.37545E+18	271.0319359	-0.930988506	0.533325553	21.22720146	25.01648903	-13.1	-19.9	15.046	13.984	13.647	13.215		11.708	11.259	11.136	3.789287567	9.968201462	7.580201462	0.572	0.123
-1016868412	6.37545E+18	271.0560419	-0.932814368	0.533325553	20.92723465	99	-3.2	-0.9	16.094	15.162	14.876	14.382		13.161	12.826	12.67	-100	8.10123465	6.05123465	0.491	0.156
-1016868411	6.37545E+18	271.0888814	-0.9414211	0.549990773	22.02568817	99											-100	-100	-100	-100	-100
-1016868409	6.37545E+18	271.0250097	-0.948308326	0.540693939	20.61639023	21.57543755	4	-8.9	14.596	13.633	13.282	12.845		11.452	11.027	10.893	0.959047318	9.589390228	7.334390228	0.559	0.134
-1016868408	6.37545E+18	271.0111925	-0.970635976	0.552153885	22.04628181	99											-100	-100	-100	-100	-100
-1016868406	6.37545E+18	271.0378722	-0.975161244	0.540693939	17.50586319	18.34319115	-9.7	0.9	13.638	13.143	13.128	12.938		11.882	11.694	11.578	0.837327957	5.81186319	4.37786319	0.304	0.116
-1016868402	6.37545E+18	270.9728751	-1.014336915	0.594358742	21.21118164	99											-100	-100	-100	-100	-100
-1016868400	6.37545E+18	270.9812753	-1.006476145	0.577590764	14.99277496	16.85840416	1.6	-0.3	10.751	10.386	10.142	10.072		9.119	8.969	8.911	1.865629196	6.023774963	4.850774963	0.208	0.058
-1016868397	6.37545E+18	271.1805384	-0.893725238	0.572831869	17.74378014	19.49207687	0.9	-5.1	13.26	12.704	12.565	12.387		11.249	11.075	10.998	1.748296738	6.668780136	5.178780136	0.251	0.077
-1016868396	6.37545E+18	271.2816346	-0.862618199	0.605591118	20.4237175	22.18811226	2.9	-2.3	15.486	14.484	14.255	13.611		12.314	11.872	11.789	1.76439476	8.551717499	6.168717499	0.525	0.083
-1016868395	6.37545E+18	271.242457	-1.002032498	0.624405503	21.10100365	99	3.3	-3.2	15.782	14.71	14.329	13.886		12.466	11.988	11.859	-100	9.113003647	6.772003647	0.607	0.129
-1016868394	6.37545E+18	271.2900642	-0.874266865	0.605591118	21.43501854	99											-100	-100	-100	-100	-100
-1016868393	6.37545E+18	271.1842343	-0.90709954	0.565853655	19.5860405	22.32760429	-1.7	-14.9	14.153	13.297	12.92	12.564		11.18	10.853	10.688	2.741563797	8.733040497	6.666040497	0.492	0.165
-1016868392	6.37545E+18	271.2466444	-0.867395381	0.605591118	20.77161598	99											-100	-100	-100	-100	-100
-1016868391	6.37545E+18	271.2916558	-0.897045897	0.629183948	22.0928688	99											-100	-100	-100	-100	-100
-1016868390	6.37545E+18	271.0745822	-1.022654809	0.583384991	20.17993927	23.17034912	-3.8	-3.6	15.066	14.176	13.896	13.59		12.275	11.961	11.844	2.990409851	8.21893927	6.28393927	0.431	0.117
-1016868389	6.37545E+18	271.2888388	-1.022971734	0.624405503	21.46004295	99	-4.1	-8.3	15.936	15.04	14.767	14.3		12.941	12.656	12.475	-100	8.804042953	6.693042953	0.466	0.181
-1016868388	6.37545E+18	271.178316	-0.902752221	0.565853655	21.80786514	23.31171989											1.503854752	-100	-100	-100	-100
-1016868387	6.37545E+18	271.3340046	-0.957318804	0.630472779	20.91083336	23.59950256	-0.6	-3.4	15.496	14.619	14.28	13.959		12.576	12.251	12.091	2.688669205	8.659833359	6.630833359	0.485	0.16
-1016868386	6.37545E+18	271.3193061	-0.892550039	0.649045467	21.98300934	23.90786362											1.924854279	-100	-100	-100	-100
-1016868385	6.37545E+18	271.3205737	-1.019763495	0.695426881	21.81596565	99	-3.3	-7.4	16.778	15.693	15.13	14.52		12.749	12.156	11.987	-100	9.659965652	6.685965652	0.762	0.169
-1016868384	6.37545E+18	271.0683737	-1.00209686	0.557141542	20.71604538	99											-100	-100	-100	-100	-100
-1016868383	6.37545E+18	271.0342597	-0.993876446	0.562521636	20.28199768	23.84318161	-10.2	4.5	15.399	14.518	14.321	13.995		12.559	12.174	12.048	3.561183929	8.107997681	5.960997681	0.511	0.126
-1016868382	6.37545E+18	271.3571779	-0.964302049	0.70887351	20.28182983	25.4649353	-14.2	-17.4	15.135	14.256	13.938	13.489		12.481	12.136	11.991	5.183105469	8.145829834	6.343829834	0.49	0.145
-1016868381	6.37545E+18	271.155444	-0.994887741	0.583691776	21.452425	99	-4.3	-19	      	      	      			12.329	11.937	11.804	-100	9.515425003	#ЗНАЧ!	0.525	0.133
-1016868380	6.37545E+18	271.3079803	-0.977480928	0.645293832	21.82549477	25.46152306											3.63602829	-100	-100	-100	-100
-1016868379	6.37545E+18	271.3676874	-0.975836576	0.70887351	21.57669067	99											-100	-100	-100	-100	-100
-1016868378	6.37545E+18	271.3484322	-0.958109951	0.658454895	20.16692543	22.20625305	-2.5	0.6	14.979	14.144	13.746	13.338		12.026	11.685	11.516	2.039327621	8.48192543	6.42092543	0.51	0.169
-1016868377	6.37545E+18	271.2037592	-0.966625687	0.575167298	21.42999649	24.34108353	8.6	0.8	15.99	14.959	14.617	14.119		12.835	12.523	12.345	2.911087036	8.90699649	6.81299649	0.49	0.178
-1016868376	6.37545E+18	271.2971124	-0.962177203	0.630472779	21.97813034	99											-100	-100	-100	-100	-100
-1016868375	6.37545E+18	271.1809027	-0.965128565	0.575167298	20.02692795	21.87157059	-1.4	1.3	12.624	11.237	10.761	10.081		8.299	7.678	7.44	1.844642639	12.34892795	9.265927948	0.859	0.238
-1016868374	6.37545E+18	271.3003841	-0.96927832	0.602070987	21.5908947	99	-3	4.2	15.568	14.505	14.09	13.665		12.233	11.75	11.561	-100	9.840894699	7.500894699	0.672	0.189
-1016871383	6.37542E+18	270.1891185	-0.681468086	0.520270586	21.01043892	21.47923851	9.1	3	16.174	15.261	14.894	14.426		13.36	12.884	12.669	0.468799591	8.126438919	6.116438919	0.691	0.215
-1016871376	6.37542E+18	270.1017546	-0.697044635	0.520886302	21.69643211	25.16267967											3.466247559	-100	-100	-100	-100
-1016871370	6.37542E+18	270.1834828	-0.69504245	0.520270586	19.95656967	22.34706497	8.4	7.8	14.949	14.07	13.741	13.339		12.058	11.69	11.551	2.3904953	8.266569672	6.215569672	0.507	0.139
-1016871360	6.37542E+18	270.1195689	-0.713477632	0.529164255	20.8151226	22.71706009	7.4	-4.2	15.58	14.603	14.216	13.797		12.423	12.007	11.873	1.901937485	8.808122604	6.599122604	0.55	0.134
-1016871358	6.37542E+18	270.0130367	-0.715558561	0.508228779	20.11181831	99	-0.5	-3.1	15.661	14.931	14.682	14.426		13.371	13.04	12.978	-100	7.071818314	5.429818314	0.393	0.062
-1016871344	6.37542E+18	270.0606429	-0.739675795	0.510652602	20.40470505	20.28664207								15.738	15.114	15.231	-0.118062973	5.290705048	-100	0.507	-0.117
-1016871330	6.37542E+18	270.0203546	-0.766204786	0.500339568	21.09318161	99	-2.2	7.7	14.224	12.879	12.406	11.851		10.248	9.639	9.435	-100	11.45418161	8.68718161	0.813	0.204
-1016871314	6.37542E+18	270.0142941	-0.80346351	0.486454219	21.22982788	23.93178177	-5.4	-1.4	16.086	15.104	14.721	14.286		13.007	12.52	12.44	2.701953888	8.709827881	6.508827881	0.567	0.08
-1016866220	6.37545E+18	270.1688373	-0.73130038	0.514051855	19.10748672	23.99444771	-9.9	3.5	13.878	12.91	12.536	12.102		10.872	10.468	10.317	4.886960983	8.639486725	6.571486725	0.555	0.151
-1016866217	6.37545E+18	270.1930838	-0.751954704	0.502433479	21.66519928	99											-100	-100	-100	-100	-100
-1016866215	6.37545E+18	270.165757	-0.759383731	0.514051855	21.25811386	22.17301559	-1.8	-6.2	      	      	      			14.312	13.841	13.673	0.914901733	7.417113861	#ЗНАЧ!	0.639	0.168
-1016866213	6.37545E+18	270.168095	-0.747978005	0.514051855	21.71089363	99											-100	-100	-100	-100	-100
-1016866211	6.37545E+18	270.1834707	-0.730193569	0.502433479	21.91534042	99											-100	-100	-100	-100	-100
-1016866201	6.37545E+18	270.1549515	-0.845275088	0.477833807	19.93720818	22.78948593	1.8	2.2	14.855	13.905	13.572	13.186		11.867	11.415	11.278	2.852277756	8.522208176	6.365208176	0.589	0.137
-1016866199	6.37545E+18	270.0056807	-0.831679614	0.486925811	21.98859978	24.14290237											2.154302597	-100	-100	-100	-100
-1016866196	6.37545E+18	270.1331918	-0.860356823	0.478850216	21.43943596	99											-100	-100	-100	-100	-100
-1016866194	6.37545E+18	270.1136937	-0.757129862	0.511563957	21.1108532	99	-2.8	-23.5	15.15	14.159	13.801	13.409		12.124	11.723	11.577	-100	9.387853195	7.309853195	0.547	0.146
-1016866193	6.37545E+18	270.1319816	-0.773675365	0.511563957	21.10677719	22.8051548	-8.2	8	      	      	      			14.505	14.341	14.236	1.698377609	6.765777191	#ЗНАЧ!	0.269	0.105
-1016866189	6.37545E+18	270.1688518	-0.780678644	0.489122272	19.64269066	22.66478348	-18.7	6.7	      	      	      			12.092	11.753	11.657	3.022092819	7.889690659	#ЗНАЧ!	0.435	0.096
-1016866188	6.37545E+18	270.0903989	-0.771937477	0.503180265	20.78293228	22.66623878	-1.9	-7.4	15.438	14.466	14.113	13.669		12.393	12.012	11.858	1.883306503	8.770932281	6.669932281	0.535	0.154
-1016866187	6.37545E+18	270.135387	-0.768938509	0.511563957	21.84992409	25.68257523											3.832651138	-100	-100	-100	-100
-1016866185	6.37545E+18	270.1859007	-0.821198795	0.470766157	19.73482513	99	-7.3	4.8	14.753	13.848	13.541	13.163		11.924	11.511	11.414	-100	8.223825134	6.193825134	0.51	0.097
-1016866183	6.37545E+18	270.1133281	-0.772958421	0.503180265	21.0972805	22.40180779											1.304527283	-100	-100	-100	-100
-1016866182	6.37545E+18	270.0451011	-0.833984922	0.477459639	20.15488625	99	7	-5.2	14.941	14.098	13.749	13.382		12.229	11.832	11.804	-100	8.322886246	6.405886246	0.425	0.028
-1016866178	6.37545E+18	270.1798133	-0.78229094	0.484257638	21.79376221	24.90982437											3.116062164	-100	-100	-100	-100
-1016866171	6.37545E+18	270.0258928	-0.824920123	0.486925811	20.44940567	99	-11	-12.5	14.039	12.951	12.501	11.989		10.486	9.919	9.805	-100	10.53040567	7.94840567	0.681	0.114
-1016866169	6.37545E+18	270.0705229	-0.882271811	0.476616472	21.62722206	99											-100	-100	-100	-100	-100
-1016866168	6.37545E+18	270.0913668	-0.880810911	0.476238579	21.99499702	25.38569069											3.390693665	-100	-100	-100	-100
