ra,dec,GALEX/GALEX.NUV,2MASS/2MASS.J,2MASS/2MASS.Ks,Johnson.B,Johnson.V,LCO/IMACS.sloan_r,LCO/IMACS.sloan_i
18.34370798,-2.90082588,20.5682869,13.107,12.573,15.797,14.805,14.500,14.307
18.43412772,-2.57844782,21.49487305,15.648,14.571
18.63122686,1.595417149,20.59777832,16.599,15.228
18.61616967,1.695023986,19.74582291,14.804,13.833
18.52675902,1.734256748,21.42274666,11.892,11.352,14.547,13.485,13.158,12.881
18.50637281,-1.859498867,22.24415779,16.666,15.376
18.52404819,-3.742994812,20.94382858,17.041,15.592
18.3223226,-3.229490145,20.20617485,14.355,13.859,16.188,15.491,15.350,15.216
18.55995716,-3.911666245,21.76222801,15.369,14.793
18.49477581,-2.686731776,22.11936569,17.247,15.778
18.31495688,-2.767327663,19.75391006,11.81,11.297,14.122,13.255,13.019,12.828
18.68565619,-2.452896606,21.92023277,16.265,15.707
18.56157154,-2.477697436,20.77832222,16.877,15.777
18.48569492,0.981987735,20.79356384,15.864,14.806
18.43163154,-3.164015875,22.51159096,13.81,13.303,16.201,15.283,14.989,14.886
18.43929122,-2.815223587,21.48373032,17.269,15.517
18.52560583,-2.592560863,19.6612587,11.823,11.23,14.359,13.461,13.192,12.920
18.4845321,-3.650240943,19.4127903,16.022,15.027
18.40378703,-3.423795868,20.47313118,16.543,14.941
18.52736645,1.632476643,21.16559601,15.363,14.115
18.52866791,-3.203017555,22.49024582,14.311,13.798,16.665,15.710,15.433,15.357
18.57021282,-3.700463391,20.12736702,14.685,13.815
18.5441471,1.621510403,21.34175301,17.239,15.441
18.49588787,-4.360425272,19.5408535,11.12,10.576,13.614,12.731,12.435,12.133
18.43547561,-3.753193686,21.39236259,15.734,15.142
18.31949531,-3.744926604,20.63677597,11.51,10.888,14.106,13.003,12.724,12.533
18.53392711,-3.429801288,21.23763466,16.224,14.815
18.44933379,-4.727964594,17.62298203,11.066,10.537,13.457,12.674,12.421,12.148
18.55864722,-4.592257113,20.97821426,15.374,14.848
18.54859539,-3.70695969,21.76551056,16.532,15.861
18.50604484,-3.454628016,21.74580956,12.637,12.083,15.265,14.215,13.919,13.676
18.33470792,-3.315174552,22.46035004,15.625,14.93
18.5187709,-3.245837559,21.86038017,16.228,15.061
18.38358836,-3.292558571,22.35503006,16.355,14.991
18.49724062,-3.224248134,21.41166687,15.089,13.82
18.51366245,-2.756626033,22.16355705,14.521,13.859,16.789,15.915,15.633,15.503
18.48202929,-2.685121225,21.99091721,14.011,13.491,16.432,15.541,15.324,15.141
18.51411482,-2.232870224,21.07501221,14.594,14.01,16.808,15.997,15.870,15.691
18.54144889,-2.658887945,20.92711067,12.522,11.954,14.937,14.046,13.788,13.589
18.32062164,-2.59343574,20.7530632,16.755,15.122
18.59343674,-2.47956908,21.74764061,17.044,15.398
18.69682205,1.121404471,17.86740685,14.111,12.95
18.48746438,1.007167914,20.8729229,16.218,14.867
18.48381039,-2.450181401,22.24128723,16.787,15.459
18.49283495,1.541850475,21.42233086,17.048,15.707
18.55555674,1.156827562,21.0317688,17.111,15.802
18.53664996,1.592648538,21.11273193,15.653,15.141
18.67630078,-0.105661406,19.92081261,17.213,15.681
18.63843651,1.212579663,20.65454674,10.436,9.76,13.417,12.298,11.964,11.567
18.58304678,1.37101669,20.42330742,12.071,11.549,14.423,13.458,13.201,12.946
18.6991046,1.474007917,21.00968361,16.065,15.435
18.52455624,-1.669493256,22.01626587,17.295,15.788
18.33887174,-4.484664786,21.25551414,15.6,15.013,17.537,16.905,      ,      
18.58078117,-4.612329781,21.6316452,14.05,13.476,16.506,15.672,15.426,15.062
18.52932621,-4.969554342,21.26854134,16.948,15.698
18.30351841,-4.40161323,21.36749458,16.919,15.638
18.5121579,-4.376263473,21.15315819,16.405,15.569
18.53534133,-4.072345655,19.78285599,10.324,9.68,13.124,12.027,11.672,11.381
18.41479204,-3.947401963,20.68417931,16.129,15.244
18.31232533,-4.684222269,21.37130356,16.257,15.294
18.41130157,-4.360001109,20.4214325,15.271,14.438
18.54151894,-4.357694439,18.15886879,9.619,9.033,12.149,11.225,10.910,10.584
18.33979964,-3.92319425,21.3942852,11.946,11.305,14.810,13.629,13.339,13.093
18.57359027,-3.774452679,20.36011505,13.787,13.285,15.978,15.036,14.853,14.656
18.50840577,-3.617169766,20.74046898,16.96,15.111
18.38071155,-4.563572313,21.45235825,16.842,15.847
18.3597214,-4.003652339,20.22126389,16.693,15.492
18.34247212,-4.757121231,21.18050575,13.378,12.867,15.916,14.985,14.736,14.463
18.45896052,-1.786524268,22.28786278,16.406,15.772
18.52276089,-4.204208441,21.42506981,16.221,15.708
18.42569309,-3.086593275,21.77627754,15.324,14.838
18.58991784,-3.258599425,21.2950573,16.344,14.963
18.47030462,-3.621271042,21.76146698,17.098,15.32
18.46661625,-3.422577636,18.31334877,9.912,9.275,12.501,11.480,11.194,10.971
18.40617893,-4.232883363,18.95624733,15.844,14.549
18.45436754,-4.924292142,18.57174492,10.056,9.487,12.634,11.732,11.439,11.117
18.47441848,1.464201999,19.77759171,16.76,15.056
18.54895408,-1.764095426,21.8628006,14.224,13.695,16.650,15.790,15.484,15.245
18.51903996,-1.688731978,21.54887581,15.57,15.058
18.48399234,-3.999684395,20.06395531,16.169,15.102
18.38713393,-3.289986629,21.29141998,17.07,15.603
18.41457986,-3.534245695,21.24596786,11.943,11.349,14.591,13.536,13.252,13.044
18.693565,0.579091352,22.19218445,16.266,14.734
18.43436419,-4.944413906,21.73059845,15.194,14.584,17.433,16.540,16.271,      
18.49109834,-3.206123461,21.04358482,16.793,15.647
18.56601854,0.882109402,21.79677773,16.767,15.08
18.45979088,0.884804454,20.28304482,11.022,10.418,13.675,12.717,12.400,12.098
18.46664003,0.755577751,21.63746452,16.767,15.637
18.33760945,-4.075777119,19.03438377,13.916,12.995
18.61826961,0.247406669,21.17810822,15.072,14.568
18.44984338,-2.411314483,21.82346725,14.015,13.44,16.269,15.424,15.193,14.992
18.30822483,-3.225999581,17.63516808,9.131,8.563,11.587,10.590,10.337,10.144
18.47328164,0.760066064,20.63635445,16.37,15.322
18.41042618,-3.1532676,22.34776878,14.392,13.839,16.838,15.874,15.576,15.410
18.66211527,-0.801140789,21.52769089,16.972,15.51
18.52171732,-3.089148234,20.60321426,11.731,11.216,14.209,13.241,12.954,12.756
